createdAt,userName,userLocation,text
Thu Mar 11 09:39:27 +0000 2021,india,,“el covid ha acabado”
Thu Mar 11 09:39:27 +0000 2021,Johan,,RT : De man die zegt dan covid-19 vijf keer zo dodelijk is als influenza beweerd dat de wetenschappelijk en feitenlijk onderbou…
Thu Mar 11 09:39:27 +0000 2021,Mohamad Radwan,"Mansoura, Egypt", لا احنا ناخد ال vaccine بقى 🤷‍️
Thu Mar 11 09:39:27 +0000 2021,Khurram,"اسلام آباد, پاکستان",RT : My father is also covid positive. Everyone plz stay safe. May Allah protect everyone
Thu Mar 11 09:39:27 +0000 2021,BTS KIM TAEHYUNG - MY PURPLE HEART,"Ho Chi Minh, Vietnam","RT :   – BE (Deluxe Edition)

Released in November as a response to the COVID-19 pandemic, summed up by the lead sing…"
Thu Mar 11 09:39:27 +0000 2021,FAREED,"Maiduguri, Nigeria","RT : FAQs on COVID19 Vaccination: 

Q. How can I register for COVID-19 Vaccination?

A. Registration is free of charge! Kindly fo…"
Thu Mar 11 09:39:27 +0000 2021,Maulana Leoruddine,"Miami, FL","RT : Pakistan🇵🇰, the only SAARC country to not seek COVID-19 Vaccine from India, is getting 45 million 🇮🇳 made vaccine Covi…"
Thu Mar 11 09:39:27 +0000 2021,Elaine de Almeida,,RT : Bolsonaro e sua milícia esqueceram que mandavam invadir hospitais para provar que não havia pandemia e os hospitais e auto…
Thu Mar 11 09:39:28 +0000 2021,Peter Ssebunnya,"Bavaria, Germany","RT : I’d have thought a public vaccination of the country's leader () would go along way to answer two things, to…"
Thu Mar 11 09:39:27 +0000 2021,YAS Ministry,"New Delhi, Delhi","RT : :

Do you know

Covid vaccine has 2 doses

Getting only the first dose is not sufficient

Both…"
Thu Mar 11 09:39:28 +0000 2021,nina,somewhere only we know,"so i’ve been hinting to my (super religious) mom, and mentioning you  a lot but she told me the typical… "
Thu Mar 11 09:39:28 +0000 2021,Sadya LM,Nice,"RT : [Coup de gueule]
Je crois qu'on ne mesure pas bien la gravité des conséquences de l'opération de communication absurde…"
Thu Mar 11 09:39:28 +0000 2021,₿inna ,,Well come to Africa where president needs everyone before election and listen to no one After winning election. You… 
Thu Mar 11 09:39:28 +0000 2021,Stereoblaze,Pretoria/Welkom ZA 🇿🇦,RT : We won't meet our target to vaccinate 40m people by year-end says Minister Mkhize. So far we have jabbed 118k healthcare worke…
