createdAt,userName,userLocation,text
Thu Mar 11 09:40:06 +0000 2021,Bernd Krueger,,Covid-1984: die Masken fallen! 
Thu Mar 11 09:40:06 +0000 2021,Lucien Hordijk,"Amsterdam, Nederland", 
Thu Mar 11 09:40:06 +0000 2021,Christina,,"RT : Today, after 528,000 deaths from Covid, 0 House Republicans voted for Covid relief.

On January 6, with no evidence of voter f…"
Thu Mar 11 09:40:06 +0000 2021,ana,away,RT : As autoridades de Saúde responsáveis pela logística da vacinação contra covid-19 no Rio foram pegas de surpresa. Como pod…
Thu Mar 11 09:40:06 +0000 2021,Heikki Rayhantausta,," Ottamatta kantaa kyseiseen asiaan oletko siinä uskossa, että lapset eivät ole keskeinen tekijä epidem… "
Thu Mar 11 09:40:06 +0000 2021,maoo.²¹˖⁺⋆,Bandung,"kenapa yah di musim panas gini suka flu 🤧
atau nyium yang nyereng aja gaenak di idung "
Thu Mar 11 09:40:06 +0000 2021,Özlem naz,"İstanbul, Türkiye","RT : Bu ülkenin düşürüldüğü cehaletin başaktörlerinden birisiniz.
Covid ve türevleri üfürükle kaçmıyor, tükürükle bulaşıyor, um…"
Thu Mar 11 09:40:06 +0000 2021,Allia22,Wisconsin," Bruh... Our traitors approved a $1.9 trillion ""COVID relief bill,"" *9%* of which is actual COVID relief.… "
Thu Mar 11 09:40:06 +0000 2021,Jean-Pierre VAUDELIN,,"RT : Quand les  vont ils comprendre qu'on les prend pour des blaireaux ?
   …"
Thu Mar 11 09:40:06 +0000 2021,Chef Man,,"RT : First, they took away a democratically elected Government.

Then they took away Parliamentary Democracy via d Emergency.

N…"
Thu Mar 11 09:40:06 +0000 2021,Northern Dave,The Greatest Country on Earth,"RT : Seriously, who thinks there is a Climate Emergency?"
Thu Mar 11 09:40:06 +0000 2021,Mauro,,"RT : Licenziamenti, il piano per lo sblocco socialmente sostenibile in cinque mosse: gradualità, aumento NASPI, voucher per la…"
Thu Mar 11 09:40:06 +0000 2021,Aubert monique,,RT : We're talking about pap smears. Cancer screenings. Birth control. STI tests. Texas is saying Medicaid recipients can no long…
Thu Mar 11 09:40:06 +0000 2021,Fabiana Cecin  ,"Blumenau, SC, Brazil",Right wing fascists giving you your own money and getting applauded for it
Thu Mar 11 09:40:06 +0000 2021,The Dogs Butler,Dear Old Blighty,RT : A Freedom of Information request has revealed how Laura Duffell of Kings College Hospital in London lied when she told …
Thu Mar 11 09:40:06 +0000 2021,the devil's checkerboard  ▞,camelot in smithereens,remember a year ago when every public institution in this country knowingly lied to us about masks slowing spread
Thu Mar 11 09:40:07 +0000 2021,P N Tiwari,,जय श्री राम
Thu Mar 11 09:40:07 +0000 2021,Tania Sordo Ruz,,"RT : Feilazoo v. Malta, judgment: Inadequate immigration detention conditions with COVID-19 quarantine and ineffective legal repr…"
Thu Mar 11 09:40:07 +0000 2021,,WWW,RT : Here we go. Twitter now censoring anything reporting a story about someone dying after the 'vaccine' 
Thu Mar 11 09:40:07 +0000 2021,Leonardo Bianchi,,"RT : Sono appena arrivati in Italia 1milione di .

Cercasi quindi anche 1 milione di nuove cavie, che se accidentalmente…"
Thu Mar 11 09:40:07 +0000 2021,Jeanet🇧🇷🇦🇷🇨🇴🇨🇺🇺🇾🇨🇱🇧🇴🇵🇾🇵🇪🇬🇾,América do Sul,"RT :  la justicia tarda pero llega, y los líderes que velan por su pueblos trascienden. 

""Muchas de esas muertes podrí…"
Thu Mar 11 09:40:07 +0000 2021,nuria aiximeno tomas,Tortosa - Valladolid ,RT : El capricho de viajar durante una  nos privará de poder vivir un buen verano y librarnos del maldito 
Thu Mar 11 09:40:07 +0000 2021,üçbuçuküst,,"RT : 🆕    
️ 25 TL  &amp; 50  
 DETAYLAR: 

…"
Thu Mar 11 09:40:07 +0000 2021,Eve,,"RT : If you haven't been paying attention ... 

The laughable ""COVID relief"" bill just bailed out all the Democrat run states and…"
Thu Mar 11 09:40:07 +0000 2021,Sam Cruise ,United States Minor Outlying I,"RT :  26 years campaigning in the sun,rain and snow! This time I will be forensically abstaining"
Thu Mar 11 09:40:07 +0000 2021,Revelation & Enoch,NOTW,People... if you think the COVID is fake... look around.  Know that they have been lying to you about EVERYTHING...… 
Thu Mar 11 09:40:07 +0000 2021,WhenIsayrunRUN / Inga,,"RT : Benedict thanks NZ for taking such good care of “their merry band” when he, Sophie, their 3 boys and his elderly parents got…"
Thu Mar 11 09:40:07 +0000 2021,ladeitche,LA mostly & NYC some,"RT : Today in ""we don't deserve to survive""

""Maintaining a requirement to continue all prevention measures after vaccination may d…"
