createdAt,userName,userLocation,text
2021-03-11 09:29:07,Gina Cuomo-Dannenburg,,RT : Can we stop the narrative please that a prolonged first dose strategy is going to breed super variants.  The immune system is…
2021-03-11 09:29:05,Austere Religious Scholar &Patriot Encourager,United States,Is there an optimal daily dose of vitamin D for immune function? | Roger...  via  fr… 
2021-03-11 09:28:57,Irene,,RT : Haven't any of the immune system deniers ever questioned or find it a bit suspicious why alternative medications that…
2021-03-11 09:28:48,BadassFreeman,Nuking Norway,RT : comfort characters are not immune to rule 34
2021-03-11 09:28:33,brendagotobed,,RT : 'Lockdown and vaxx' is the wrong strategy for dealing with SARS-Cov-2 that over 99.7% overcome with their own immune syste…
2021-03-11 09:28:30,Ray Lombardo,,RT : Haven't any of the immune system deniers ever questioned or find it a bit suspicious why alternative medications that…
2021-03-11 09:28:21,Mohammed Sabir sindhu. surgeon,"Hamburg, NY",Vaccine is antigen your immune system reaction to the antigen produce. Anti bodies. That stops infection in your bo… 
2021-03-11 09:28:19,Malcolm Jackson,,RT : 'Lockdown and vaxx' is the wrong strategy for dealing with SARS-Cov-2 that over 99.7% overcome with their own immune syste…
2021-03-11 09:28:16,Gadgets and cars ,Computer village ikeja,"RT : Lagos is wet and cold.. we're in business to satisfy you with our spicy peppered snails to warm your day.
Send a DM to pla…"
2021-03-11 09:28:16,pissboy,fucking,eating silica gel packets to boost my immune system
2021-03-11 09:28:04,aries || ATOTS LW SPOILERS️,bitch u know where i live,I need to be immune with Kao's beauty.. I cant be like this everytime hes on the screen 
2021-03-11 09:28:01,Drunk Uncle Al,,"    Being a poc doesn't make you immune to criticism, and it d… "
2021-03-11 09:27:58,sage  HU TAO EDIT,"asian + minor ꩜ SB 2 UNF ! CBYF
any gendered terms. . .Embeds + Qrts OK!",was wondering why hu tao was barely doing dmg on the ruin guard turns out i forgot it was immune to pyro 🤞🤞 Im emb… 
2021-03-11 09:27:40,Andy Watts,"Nottingham, England",RT : If I live 20 lives i would never understand this reasoning. We are being coerced into an eerimental jab with no comebac…
2021-03-11 09:27:32,Dodgy Thumbs ,United Kingdom,RT : 'Lockdown and vaxx' is the wrong strategy for dealing with SARS-Cov-2 that over 99.7% overcome with their own immune syste…
2021-03-11 09:27:30,tekla,,"RT : Turkey tail mushrooms give your immune system a powerful boost. It has a long history of use in Chinese medicine, who used for…"
2021-03-11 09:27:27,Kittlerbot,,Immune that is to say that the millions of basic elements work under almost the interference.
2021-03-11 09:26:58,zero ⭐ zhongli's qpp (REAL.),he/they/star,"RT : i am not immune to cute/pretty girls

   "
2021-03-11 09:26:49,luqs,In Time and Space,   You know that Cancer cell is always in our body right? It only get worse when yo… 
2021-03-11 09:26:37,Oxforderby,,RT : 'Lockdown and vaxx' is the wrong strategy for dealing with SARS-Cov-2 that over 99.7% overcome with their own immune syste…
2021-03-11 09:26:33,Main account under appeal,"London, England","   Honestly, what you said doesn't make sense. If you believe the v*a*c works… "
