createdAt,userName,userLocation,text
Thu Mar 11 09:40:47 +0000 2021,Bodhisattva Seneca,"Miami, FL","RT : During World War II, one of our country’s slogans was “Together, we can do it.” And companies took it to heart.

We need that sa…"
Thu Mar 11 09:40:47 +0000 2021,Tactics4,,"Tactics4 | Everlit Emergency Survival Kit Upgraded 80-In-1 Molle Pouch/ Holster, Tactical Outdoor Gears, First Aid… "
Thu Mar 11 09:40:47 +0000 2021,MARCI,"On the grid, off the map.","RT : What we don’t know yet: 
🦠 How the virus will mutate further 
⏰ The long-term effects of the disease 
 The pandemic’s envi…"
Thu Mar 11 09:40:46 +0000 2021,Michele Pontelli,, La merda pura! Il giornale di propaganda covid ad uso e consumo del gruppo gedi per vendere mask è ques… 
Thu Mar 11 09:40:47 +0000 2021,Goa News,,   State registers 69 new COVID cases 
Thu Mar 11 09:40:47 +0000 2021,Manel Márquez,Terrassa.,"Pfizer o cómo sacar provecho de una pandemia  vía  
 … "
Thu Mar 11 09:40:47 +0000 2021,魁斗,,"RT : 

番組初披露！
SixTONES「Coffee &amp; Cream」
Snow Man「ファンターナモーレ」

ジェシーが「Smile 」を熱唱！
King &amp; Prince 「King &amp; Prince, Queen &amp; Princ…"
Thu Mar 11 09:40:47 +0000 2021,Luis1968,,Mandate a casa questo inetto o non ne usciamo🤬
Thu Mar 11 09:40:47 +0000 2021,Oriel G Bufton,"Caerwent, Wales","Control, my friend, control, it's all about how easy it is to control the populace. And...as you can see, it's very… "
Thu Mar 11 09:40:47 +0000 2021,laweonaweona,,"RT : The actor spoke about spending lockdown in New Zealand with his family, including his elderly parents.  "
Thu Mar 11 09:40:47 +0000 2021,HorseWithNoName,Ireland,"RT : Chinese Premier Li Keqiang on Thursday eressed firm confidence that humanity can win the battle against COVID-19, a commo…"
Thu Mar 11 09:40:47 +0000 2021,Krists Šukevičs,Riga/Brocēni/Latvija,Vairāk par 17k testējamiem un tikai 3.6%- priecē!
Thu Mar 11 09:40:47 +0000 2021,Jeffrey Rondeau,,"RT : It’s been 48 days and Joe Biden still has not given a press conference.

The President of the United States is in severe…"
Thu Mar 11 09:40:47 +0000 2021,23enigma,,"RT :    So you are planning to be what they call an asymptotic carrier or ""spreader."" Spreade…"
