createdAt,userName,userLocation,text
Thu Mar 11 09:39:02 +0000 2021,miya️,ARS_JUMP_NEWS_HJ_BUMP_FF_SN,"RT : Snow Manの「素のまんま」
本日夜9時より放送！

️今夜のメンバー️


の2人です！お聞き逃しなく！
￼
放送中は  でツイートして一緒に盛り上がりましょう！
 "
Thu Mar 11 09:39:03 +0000 2021,Warwickshire Police - Fraud & Economic Crime,Leek Wooton,"RT : Money mule recruiters are targeting those looking for work or to earn easy money during the pandemic, by posting fake ad…"
Thu Mar 11 09:39:03 +0000 2021,PalmaActiva,Palma de Mallorca,RT : ℹ️ Al web  hi trobareu diferents convocatòries d'ajuts del  per a pal·liar els efectes…
Thu Mar 11 09:39:03 +0000 2021,さっぴぃ️burst,,"RT : Snow Man️

Grandeur Big Bang Sweet ナミダの海を越えて行け EVERYTHING IS EVERYTHING"
Thu Mar 11 09:39:03 +0000 2021,ᴋᴇɴ ɪʙᴇɴɴᴇ™ ,"Ibadan, Nigeria","RT : Just reading ""Barca is a more successful club than Madrid""  I knew a football Jon Snow had replied me, my lord, I rest my ca…"
Thu Mar 11 09:39:03 +0000 2021,Patrick ,,"Warum noch keine Pro7-Show, bei der Hauptgewinn Impfsaft ist?

-Wer wird Vaccionär?

- Schlag den Coronaab

- CoV T… "
Thu Mar 11 09:39:03 +0000 2021,Priyanka (love u Maa Paa) Arnabian, India,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:39:03 +0000 2021,Marcela Rojas,,"RT : It’s been 48 days and Joe Biden still has not given a press conference.

The President of the United States is in severe…"
Thu Mar 11 09:39:03 +0000 2021,Overdosing on Secularism🧪,"Hindu Rashtra, Bharat",  
Thu Mar 11 09:39:03 +0000 2021,Leo Cintra 🇧🇷🇵🇹,"Rio de Janeiro, Brasil","RT : Atenção! Comunicado importante sobre a vacinação contra a covid-19.

 "
Thu Mar 11 09:39:03 +0000 2021,Real.gr,Greece,Η σοβαρή λοίμωξη COVID-19 συσχετίζεται με 4 προϋπάρχουσες παθήσεις 
Thu Mar 11 09:39:03 +0000 2021,declan! 🇹🇹,"New York, NY",AYOOOOOOOOO LMAOOOOO
Thu Mar 11 09:39:03 +0000 2021,jeffc5446,"East, England",  Where has this coverage of women having to stay indoors come from? Are they bored trying to scare us over covid?
Thu Mar 11 09:39:03 +0000 2021,ia cactus ,, oh yeah my passport eired end of 2019 and then covid started so i was like fuck it
Thu Mar 11 09:39:03 +0000 2021,Heidi 🇬🇧  ,No Lists Please. ,"RT :  ""Ivermectin is a safe, low-cost...drug. . . . Our Critical Care physician team...report that they have never e…"
Thu Mar 11 09:39:03 +0000 2021,WaterAid EU,"Brussels, Belgium","A year ago  was confirmed as pandemic. 

With  we analyzed:
▶️ how the  has incorpor… "
Thu Mar 11 09:39:03 +0000 2021,sammi,the moon ,RT : Girls don't want boys. They want the covid vaccine and a nice apartment
Thu Mar 11 09:39:03 +0000 2021,talkingpig TG time,Hong Kong,RT : Another death(4 cases within 12 days). An old lady got Sinovac shot earlier. Today she was sent to Kwong Wah Hospital and pa…
