createdAt,userName,userLocation,text
Thu Mar 11 09:39:17 +0000 2021,32252,︎,RT : me and my bitches when covid disappears 
Thu Mar 11 09:39:17 +0000 2021,Carpenter,,RT : Tanzanian President John Magufuli 'in Kenyan hospital with Covid' 
Thu Mar 11 09:39:17 +0000 2021,Suryakant,Uttar Pradesh,"RT : टोरंटो में बिलबोर्ड पर प्रधानमंत्री मोदी की तस्वीर लगाकर उन्हें कोविड वैक्सीन उपलब्ध कराने के लिए थैंक्यू कहा गया है.

…"
Thu Mar 11 09:39:17 +0000 2021,Noemie Rampa,, je vous souhaite encore tout plein d'autres heureux anniversaires ( de préférence sans covid  )
Thu Mar 11 09:39:17 +0000 2021,StateStatus LA,"Louisiana, USA","Financial assistance available to Louisiana renters, landlords eeriencing hardship due to COVID-19 pandemic - KLFY "
Thu Mar 11 09:39:17 +0000 2021,Akira,Thailand,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in Nor…
Thu Mar 11 09:39:17 +0000 2021,Kautilya Darshan,,RT : Billboards come up in Greater Toronto area thanking PM Narendra Modi for providing COVID-19 vaccines to Canada 
Thu Mar 11 09:39:17 +0000 2021,Indio Princess,,RT : Four former presidents have banded together for two national ad campaigns released Thursday designed to drive trust in COVID-19…
Thu Mar 11 09:39:17 +0000 2021,East Med Pulse,East Meditteranean,"RT :  via  :

The next challenge for the   vaccine inventor Dr. Ugur Sahin, Founder…"
Thu Mar 11 09:39:17 +0000 2021,Jorge (Okami),," The covid shit cost me 2 jobs, but in the moment they have money in my hands I'm going to buy all your songs!!!"
Thu Mar 11 09:39:18 +0000 2021,kymonarch,,"RT : COVID Outbreak Confirmed At Nursing Home Despite Staff, Patients Being Vaccinated "
Thu Mar 11 09:39:18 +0000 2021,Mau,,"Covid-19 : le passeport vaccinal, évoqué par la Commission européenne, est-il juridiquement possible?… "
