createdAt,userName,userLocation,text
Thu Mar 11 09:38:58 +0000 2021,Scott Blythe 🇺🇸 BLM,Portland Oregon,  Another rePube unsure if they will get the vaccine lol
Thu Mar 11 09:38:58 +0000 2021,Karen Judge,,"RT : Stophandingmillionstoprivatebuscompaniesandbringbusesintopublicownershipinstead 

"
Thu Mar 11 09:38:58 +0000 2021,Antharanga,Eternity,RT : Billboard come up in Mars thanking Modiji for providing Covid Vaccine. Liberals will say it's fake. 
Thu Mar 11 09:38:58 +0000 2021,Jay️,,RT :   The people who need them have gotten them. they throw out the vaccines at the end of the…
Thu Mar 11 09:38:58 +0000 2021,Akhiri Ummeed आखिरी उम्मीद,India,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:38:58 +0000 2021,Moe Brown,,RT : I am releasing my own COVID vaccine thats available to anyone with $$. it is comprised of mostly urine (I had rona back i…
Thu Mar 11 09:38:58 +0000 2021,$𝐢𝐝𝐡𝐚𝐫𝐭𝐡 $𝐡𝐮𝐤𝐥𝐚 𝐀𝐫𝐦𝐲™,"Bengaluru, India",RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:38:58 +0000 2021,Fleur Farina,,RT : Les données Sentinelles pour la S9 . Un taux d'IRA toutes toujours stable et faible à 69 cas/100000h et un taux d'IRA à Co…
Thu Mar 11 09:38:58 +0000 2021,Glenn (Welfare for Animals) 🟥 ‍🦺,Eastern England ,"  ""I'm in favour of Vaccine Passports too."" 
I repeat with a requote because given h… "
Thu Mar 11 09:38:58 +0000 2021,Tyler Herro,"Lagos, Nigeria","RT : Nigeria needs to fix power ASAP, a state of emergency in that sector is in order."
Thu Mar 11 09:38:58 +0000 2021,Rappler,Philippines,"After a pandemic took hold of the Philippines, President Rodrigo Duterte missed many opportunities to provide direc… "
Thu Mar 11 09:38:58 +0000 2021,Samuel S,Australia,"RT : STRAIGHT FROM THE US  The citizens of South Park are clamoring for the COVID-19 vaccine 

An all-new ""South ParQ Vaccina…"
Thu Mar 11 09:38:58 +0000 2021,Kenny -  gardener. 🪴,"Arizona, USA",   
Thu Mar 11 09:38:58 +0000 2021,Mohit Kumar,,"RT : Covid cases soar in Maharashtra, CM Thackeray mulls lockdown in some places "
Thu Mar 11 09:38:58 +0000 2021,mushroom77  ,,RT : This is a terrifying read. Is this why Whitty is warning of another surge? God help us all...... 
Thu Mar 11 09:38:58 +0000 2021,Kalki,Ethiopia (East Africa),"RT : I don’t care what people or Prabhas fans say
 I genuinely like this poster  
their sad eyes they lying on snow…"
Thu Mar 11 09:38:58 +0000 2021,š. mma,"Wichita Falls, TX","RT : BREAKING: Senate Democrats just passed the American Rescue Plan and big, bold COVID relief for people across this country."
Thu Mar 11 09:38:58 +0000 2021,L'homme qui valait 3 pinards ,🇨🇭 Bitsch (VS),"Après un an de Covid, où en est-on ?

Le 11 mars dernier, l’OMS a officiellement déclaré l’état de pandémie de coro… "
Thu Mar 11 09:38:59 +0000 2021,keith,,RT : The  runs our report on its front page with a great article. 
Thu Mar 11 09:38:59 +0000 2021,Nick,,RT : Billboards come up in Greater Toronto area thanking PM Narendra Modi for providing COVID-19 vaccines to Canada 
Thu Mar 11 09:38:59 +0000 2021,UNAIDS_Kazakhstan,"Almaty, Kazakhstan","""Когда мне вручали награду ""Халық алғысы"", было стыдно"". Истории женщин, оказавшихся на передовой в ... "
Thu Mar 11 09:38:59 +0000 2021,Lahcen,,RT : You can promote a safety-minded workplace by ensuring that all employees can be tested for COVID-19. Set up an account…
Thu Mar 11 09:38:59 +0000 2021,Isabella F,"planet Earth, possibly in Rome","RT : COVID-19 drove a 15% increase in deaths in the U.S. in 2020, according to a CDC study - Politico"
Thu Mar 11 09:38:59 +0000 2021,Seema Faraz سیما فراز,," Amen. Thank you.
Are they un officially vaccinating people younger than 60 too ? And which vaccine is it ?"
Thu Mar 11 09:38:59 +0000 2021,nanaburst,Snow World,"RT : そろそろすのむびに
イイねボタンを設置して下さい
いつもつい探してしまう
Snow Man * Grandeur"
Thu Mar 11 09:38:59 +0000 2021,iWeller.com,,John Lewis may not reopen some stores as group slumps to £517m loss -  - John Lewis Partnership ha… 
Thu Mar 11 09:38:59 +0000 2021,Anthony Mcmillan,,      
Thu Mar 11 09:38:59 +0000 2021,Ron,"Ipswich, Brisbane","   Focus on economic recovery and vaccine don’t worry about raping of staff, histo… "
Thu Mar 11 09:38:59 +0000 2021,Vashu,,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:38:59 +0000 2021,Lindasee,,"RT : In one day, we had the COVID Relief Bill win, Merrick Garland confirmed, a record day on the Dow...

And everybody ignored…"
Thu Mar 11 09:38:59 +0000 2021,Koonoyokan²MinMarch,Still with you🤍,"RT : in these times that have come to a stop, may flowers fall down on your sad smile
– snow flower"
