createdAt,userName,userLocation,text
2021-03-11 09:32:55,Ikpakperan,,RT : Emergency chicken nugget
2021-03-11 09:32:55,Phue Phue,Myanmar,"RT : tw//blood
In North Dagon,boy got headshot &amp; died,another was shot into the abdomen &amp; now in emergency. The backpack &amp;…"
2021-03-11 09:32:55,Mahesh Tiwari,,"RT : ""In case of emergency, go to media"" "
2021-03-11 09:32:51,K,,"For the trifecta 
  "
2021-03-11 09:32:51,Pat Sanchez,"Brooklyn, NY, USA",RT : We are in a climate crisis: Hawaii is under a state of emergency after prolonged heavy rainfall led to ‘catastrophic’ floo…
2021-03-11 09:32:50,Yoon Moht,,"   
Fatal shooting in North Dagon; One killed n one is in emergency stage as Junt… "
2021-03-11 09:32:49,Susanne Metaxas,,"RT : The Biden Administration is looking for volunteers to help address the border crisis.

I have an easier solution.

Reinsta…"
2021-03-11 09:32:48,diane W,,RT :  What a stupid advert. Go left. Oh I’m on the inside Lane.There’s no hard shoulder and the next emerge…
2021-03-11 09:32:46,Riki Nikki,,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The backp…"
2021-03-11 09:32:46,ST 🇮🇳,Bharat 🇮🇳,"RT : ""In case of emergency, go to media"" "
2021-03-11 09:32:46,Nang Moe Thazin,,"RT : tw//blood
In North Dagon,boy got headshot &amp; died,another was shot into the abdomen &amp; now in emergency. The backpack &amp;…"
2021-03-11 09:32:45,Anxious_Joburg_book,Joburg ,"RT :   has made trauma counseling available for protestors that may be in need of support. 

You can contact Celeste via ema…"
2021-03-11 09:32:43,Phone Myat Kywel,,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in North D…
2021-03-11 09:32:42,古雅,,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The bac…"
2021-03-11 09:32:42,alluskin kulai,,"RT : First, they took away a democratically elected Government.

Then they took away Parliamentary Democracy via d Emergency.

N…"
2021-03-11 09:32:39,lnchz,Myanmar,"RT : There is an emergency situation in Myaing Township, Magway Division !!Junta
terrorists continue their killing machine and…"
2021-03-11 09:32:39,Rama,India,"RT : ""In case of emergency, go to media"" "
2021-03-11 09:32:38,Amy Clements | ,Herts,"RT : It's extremely windy around the coast this week. Large breaking waves can easily sweep you off your feet and out to sea, so stay…"
2021-03-11 09:32:37,dawn,,"RT : In this open letter I am appealing to the  and all stakeholders involved, no matter their conviction, to immediately de…"
2021-03-11 09:32:35,Anthony Mcmillan,,RT :   You're happy to take an eerimental vaccine given emergency authorisation for a virus that…
2021-03-11 09:32:35,Arunabha Lahiri,India,RT :  Pfizer choose NOT TO ATTEND ANY SEC MEETINGS BETWEEN 30th Nov 2020 to 2nd Jan 2021. Every manufacturer was asked…
2021-03-11 09:32:34,🦋 | aina,she/her,"RT : 8D should not have a say on the extension when they literally forgot to pick up hyewon after the pd48 finale because of ""b…"
2021-03-11 09:32:32,Su Waddy,United States,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:32:31,Lotty Earns,London,Need to buy some emergency Rennie's.
2021-03-11 09:32:31,Towny,Citizen of the world,"RT :  My wife an A&amp;E emergency nurse practitioner is in a similar boat. She has told her boss ""she feels unsafe"" ta…"
2021-03-11 09:32:29,Austin Brady,"Nottinghamshire, England","RT : Today we launch our  The fund will provide £2.9m to cash strapped local authorities, helping them pla…"
2021-03-11 09:32:23,Fazal Ahmad,SW London,"RT : Over 2,000 people supported with emergency  from  in Java following  last month in  http…"
2021-03-11 09:32:22,KCC Highways,Twitter: Mon-Fri 06:30-18:30,"RT : It's extremely windy around the coast this week. Large breaking waves can easily sweep you off your feet and out to sea, so stay…"
2021-03-11 09:32:21,Icelass,"Sheringham, Norfolk, England","RT : It's extremely windy around the coast this week. Large breaking waves can easily sweep you off your feet and out to sea, so stay…"
2021-03-11 09:32:21,Candy Yoon,United States,"In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The… "
2021-03-11 09:32:21,Phue Phue,Myanmar,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in Nor…
2021-03-11 09:32:19,Miguel Soliz,,RT : My Son's Son. 2lbs 15oz. We are praying for Mother and Baby! Emergency C Section. 
2021-03-11 09:32:19,Dominik Susmel,"Zagreb, Croatia, Earth."," Emergency vehicles green, emergency vehicles yellow-ish. Done."
2021-03-11 09:32:17,Yin Min Thet,,"RT : tw//blood
In North Dagon,boy got headshot &amp; died,another was shot into the abdomen &amp; now in emergency. The backpack &amp; sh…"
2021-03-11 09:32:17,Ankit,India,"RT : ""In case of emergency, go to media"" "
