createdAt,userName,userLocation,text
2021-03-11 09:30:56,LuckyNC,,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The backp…"
2021-03-11 09:30:56,Htet Htet,Singapore,"RT : Tw//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6ppl h…"
2021-03-11 09:30:52,Phyoe,,"RT : Tw // blood , death

In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency…"
2021-03-11 09:30:51,Gurleen,,"RT : Feeding  

Our  chapter has funded a delivery of family emergency kits and emergency food packs for the p…"
2021-03-11 09:30:50,ZAR NI TUN,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:49,Omelette you think that,,RT : Emergency chicken nugget
2021-03-11 09:30:47,Mark F,"City of Rebels, England. ",RT : Celebrity vaccine coercion continues. What they don’t tell you. No long term effects known. Emergency use exempt becau…
2021-03-11 09:30:45,sharon,,"RT : TW//death
A boy got headshot with real bullet by junta force and died. Another one got a shot to abdomen who is in emergency…"
2021-03-11 09:30:44,Htike Htike,,"RT : There is an emergency situation in Myaing Township, Magway Division !!Junta
terrorists continue their killing machine and…"
2021-03-11 09:30:43,JJ,,"RT : TW//death
A boy got headshot with real bullet by junta force and died. Another one got a shot to abdomen who is in emergency…"
2021-03-11 09:30:43,A D N K,,"RT : as well as the fear of personal safety threats, i know the loved ones of reporters who've called suicide prevention hotlines as…"
2021-03-11 09:30:40,Ravi Sharma,"Dubai, United Arab Emirates","RT : ""In case of emergency, go to media"" "
2021-03-11 09:30:40,Nang Moe Thazin,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:39,Ei,United States,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:38,Zaw Win Maung,,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in No…
2021-03-11 09:30:36,PAGEPress,"Pavia, Lombardia", score in  patients: a clinical- index for the safe  from the  Depar… 
2021-03-11 09:30:36,AA,,"RT : This is the result of so called Education Emergency.
6,866 schools are closed, and 7,974 schools across the province are…"
2021-03-11 09:30:35,𝐒𝐡𝐚𝐡,"Shah Alam, Selangor","RT : First, they took away a democratically elected Government.

Then they took away Parliamentary Democracy via d Emergency.

N…"
2021-03-11 09:30:35,Mrigashira ️🇮🇳,"Mysore, India","RT : ""In case of emergency, go to media"" "
2021-03-11 09:30:35,Kaung Thiri San,Myanmar,"TW//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6p… "
2021-03-11 09:30:33,Aye Sandar,korea,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:33,Nyenye,,"RT : Suicide attempt is an emergency &amp; must be treated as such

Studies have shown about 10 to 15% of people that attempt s…"
2021-03-11 09:30:32,rangeeeer,konoha,"RT : First, they took away a democratically elected Government.

Then they took away Parliamentary Democracy via d Emergency.

N…"
2021-03-11 09:30:32,Fat Tart. Gab:,,RT : mRNA gene therapy “vaccines” are fast-tracked products released under emergency use authorization — animal trials were ski…
2021-03-11 09:30:30,Thaw Shan Htike,,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:30:28,Khin Thandar Htwe,,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The backp…"
2021-03-11 09:30:26,Win Shwe Yee Moe,,"RT : In North Dagon ,a young boy got headshot &amp; died, another was shot into the abdomen &amp; now in emergency. The backpack &amp;…"
2021-03-11 09:30:25,Adam Tilbrook,"Bury St. Edmunds, Suffolk. UK","RT : To report trees or debris on the highway, please call 0345 606 6171. 
Further details on reporting a highways emergency…"
2021-03-11 09:30:25,UNFPA Zimbabwe,Harare," with funding from   
procured &amp; distributed reproductive health medical equipment &amp;medicines… "
2021-03-11 09:30:23,Khin La Pyae,United States,Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning… 
2021-03-11 09:30:21,sowthewind,South London,RT :    How can any normal decision maker deliberately design gridlock creating road c…
2021-03-11 09:30:19,ayethandar,United States,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:19,유 유  || ไม่อนุญาตให้ไก่ร้อง!,,"RT : RTs are appreciated
an emergency shop is live, pls help this fellow moo 

Currently shipping is only available within Ma…"
2021-03-11 09:30:18,Win Myat,,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:30:17,gel,they/them/theirs,"RT : If you live in LA, are black or brown, and wanna get vaxxed THIS FRIDAY,  ***DM ME RIGHT NOW***

Eligible groups are Heal…"
2021-03-11 09:30:17,Soe Moe Htet,,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:30:17,Khin Lei Lei Shein,Myanmar,"RT : tw//blood
In North Dagon,boy got headshot &amp; died,another was shot into the abdomen &amp; now in emergency. The backpack &amp; sh…"
2021-03-11 09:30:16,Shiva🇮🇳,"काशी, अखण्ड भारत, ","RT : ""In case of emergency, go to media"" "
2021-03-11 09:30:15,cocomaru,,RT : 10 years since the .  is committed to reducing health risks associated with disasters through…
2021-03-11 09:30:15,Karam Media,London Baby!!!!!,RT : An 18-year-old man has been rushed to the hospital after he was shot in  in . He has suffered  wound…
2021-03-11 09:30:14,Phue Phue,Myanmar,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:30:14,North Tyneside CCG,,NHS launches Op COURAGE: The Veterans Mental Health and Wellbeing Service + new emergency veterans high intensity s… 
2021-03-11 09:30:11,Hamish the Dog,Scotland,"RT : A what3words address can help injured  get the help they need 

To make it easier for people to describe exactly w…"
2021-03-11 09:30:08,Eikichi,Somewhere,RT : Emergency chicken nugget
2021-03-11 09:30:06,Diane D,Massachusetts USA,RT : Photos: A year of the COVID-19 emergency in Massachusetts  
2021-03-11 09:30:05,WHO Centre for Health Development,"Kobe, Japan",10 years since the .  is committed to reducing health risks associated with disast… 
2021-03-11 09:30:03,Making Waves Plymouth,"Plymouth, England","RT : Our Coastlines will be dangerous over the course of today 

Storm Force Winds &amp; Dangerous Sea State conditions 

• Sta…"
2021-03-11 09:30:02,Kingsley Obas,Ughelli. Delta State Nigeria , FirstBank please  what's your emergency number to call in a lost phone situation..?
2021-03-11 09:30:01,Kay Khine Nyein,,"RT : TW//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6ppl…"
2021-03-11 09:29:59,VPR,,"RT : ""In case of emergency, go to media"" "
2021-03-11 09:29:58,Phyoe,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died, another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:29:57,San maral,,"RT :  In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in eme…"
2021-03-11 09:29:55,Charudutta Panigrahi,,"Oscar award for Kalita Atita, the film on climate emergency, straight from where it's happening, how it's happening… "
2021-03-11 09:29:55,shallisaw,,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:29:54,sowthewind,South London,   How can any normal decision maker deliberately design gridlock creating… 
2021-03-11 09:29:54,Mollie_Whuppie,,"   I’ve idea about ye insurance aspect, but as others have said it’s not lice… "
2021-03-11 09:29:54,Drakeisdrake,,"RT : TW//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6ppl…"
2021-03-11 09:29:54,Netstar Traffic,All regions of South Africa," Stationary vehicle: N1 outbound after Okavango Rd, emergency lane blocked. Please approach with caution "
2021-03-11 09:29:53,Nick Skelton,"iPhone: 0.000000,0.000000","""The impulse to mimic conventional classrooms online closely... the conceptual error that the classroom is the idea… "
2021-03-11 09:29:53,Tracey,,"RT : Today we launch our  The fund will provide £2.9m to cash strapped local authorities, helping them pla…"
2021-03-11 09:29:52,"Ars longa, vita bre(🅱️i)s tom",he // they,"RT : We need emergency economic system change action, that is clear. 

“When people hear ‘degrowth,’ they think that sounds like…"
2021-03-11 09:29:52,Phyu CM,Myanmar,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The backp…"
2021-03-11 09:29:51,Dushman,"Ibadan, Nigeria",RT : Emergency chicken nugget
2021-03-11 09:29:50,Jade Curtiss,,"Initiate emergency plan, ""Corpse Hunt."""
2021-03-11 09:29:44,Justine Musiime - MCSP MSc MPH,,"RT : When I was in an induced coma, night after night nurses watched over me to see that I didn't need emergency attention.…"
2021-03-11 09:29:41,Yin Min Thet,,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:29:41,May Thu Khine,Myanmar,"RT : Fatal shooting in North Dagon;
One killed n one is in emergency stage as Junta’s armed followers shot this morning in North Da…"
