createdAt,userName,userLocation,text
2021-03-11 08:58:56,ChimayBielsa,," Glad even Witty publicly said we’re not following a Zero Covid policy which unrealistic here,and sa… "
2021-03-11 08:58:56,IBRAHIM SHEHA,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:58:49,EcoCleaning,,    Sharing these useful considerations for cleaning in order to protect… 
2021-03-11 08:58:41,Bra,,  I think you misinterpreted my eressions. I never said not to wear a mask or not to vacc… 
2021-03-11 08:57:51,pankaj-sehgal,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:57:41,smr,日本 ,"RT : [PIC] 210311 -   (yuuzth) story post

I recommend this🥰 "
2021-03-11 08:57:39,Fardosa H.,"Lusaka, Zambia","RT : Remember: Antibiotics do not work on viral infections, like , colds, or flu. Antibiotics can save lives when used appro…"
2021-03-11 08:57:36,Mokin,"Maryland, USA",  Not 121 but found someone similar
2021-03-11 08:57:35,Edward Green ‍️🇦🇺,New Zealand,"RT :   elain why? Case rate 45 per 100,000. That's tier 1, we are still tier 4. Natural &amp; vaccine imm…"
2021-03-11 08:57:34,Frank,Portsdown Hill," Without doubt. My father is generally in good health, though 87 and rather agoraphobic, he hasn't been out… "
2021-03-11 08:57:34,Linda Hughes,"Washington, USA",  And that damn 1917 Spanish flu pandemic 🤦‍️
2021-03-11 08:57:32,Kuba Natural People,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:57:29,Thomas Sutcliffe,King's Lynn,"RT :   No form filling at the hub I went to. The nurse asked if I was on medication, had any allergies, a…"
2021-03-11 08:57:19,michael power,Richmond SA 5033,   Is it the Marshall liberal government stuffing shit up or do we just… 
2021-03-11 08:57:18,Aegon,,"And i don’t mean obv we had “no cases of flu”. I know we had some, but they’re like GONE because we all wash our ha… "
2021-03-11 08:57:17,RavinRedhead,Canada, It really is quiet on the cold and flu front.
2021-03-11 08:57:12,Ianto huws,,RT : Guess what!  When people start getting sick &amp; dropping like flies from the Flu in the Autumn because their immune systems…
2021-03-11 08:56:58,Godfather,Theatre of Dreams,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:56:57,Shnabbles,,"RT : Child-abuse.
We won’t forget the no-science politicians that ordered this, and vile teachers punishing children for a flu…"
2021-03-11 08:56:53,lazyjones,Vienna/AT," The criminals who usually release flu strains every year decided to switch to their latest innovation, Covid-19."
2021-03-11 08:56:52,maham saqib,"London, England","RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 08:56:50,lachlan brown,,    Having been in SE Asia in February and early March I knew t… 
2021-03-11 08:56:42,Marcus Hann,,"  Oh, but the relentless scaremongering over covid by MSM and big pharmaceutical lap… "
2021-03-11 08:56:37,lordKier,,"The Oxford vaccine is just a tweak of the flu jab. 
That works because the scamdemic has been built up around the s… "
2021-03-11 08:56:21,Srivatsan,Chennai,"RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 08:56:12,Jimmy ️‍󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺  ️‍️,"Dundee, Scotland", I’ve just discovered a case flu from when I was young.
2021-03-11 08:56:12,B.F.A.,The Emperor’s New Clothes,"RT : In case your day's not creepy enough yet: today, mainstream media sites across the world—in virtually every language—ra…"
2021-03-11 08:56:09,Pro Lock,"Bristol, England","

-3 deadly variants (Kent, Brazil,SA) which vaccine is ineffective against.
-At least 250k+ between now and Mar… "
2021-03-11 08:56:06,Màdhàvdrèddy03,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:56:05,Peace Lily Whisperer,"Bay Area, CaOhlone Land ",RT : I got my second dose of the vacciana yesterday. Super grateful. My only tip is making sure you have pain killers and flu/cold…
2021-03-11 08:56:02,Andy Sands,,  Not really but it also says that flu has been much less following the restrictions. Devi sug… 
2021-03-11 08:55:56,Richard Lester,"New Holland, Ohio", I don't care if it seems weird. I will wear one to keep from getting the flu and other respiratory disease… 
2021-03-11 08:55:44,SE1Dumplings🥟,My kitchen in SE1 London,Herbal  Easing Tablets 120 Relief  Thirst Dry Throat Mumps   
2021-03-11 08:55:34,ConcernedCitizen,,"RT :   elain why? Case rate 45 per 100,000. That's tier 1, we are still tier 4. Natural &amp; vaccine imm…"
2021-03-11 08:55:27,Vicente García Diez,Madrid, : COVID-19 was America’s third leading cause of death in 2020.   
2021-03-11 08:55:23,Chicago March'Eye,MaunBotswana ,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 08:55:22,Vicente García Diez,Madrid, : COVID-19 was America’s third leading cause of death in 2020.   
