createdAt,userName,userLocation,text
Thu Mar 11 09:40:41 +0000 2021,Not A Daddy Longlegs,That Tiny Speck Of Blue,"RT : How is this possible?

UK - 66,000,000 people
UK - 120,000 Covid deaths
UK - Test and Trace £37,000,000,000

Germany - 83,000…"
Thu Mar 11 09:40:41 +0000 2021,Prof Dr Güner Sönmez,İstanbul,"Tam 1 yıl önce bugün Türkiye’den ilk resmi Covid vakası bildirildi. Bugün ülkemizdeki salgının yıl dönümü.

Salgınd… "
Thu Mar 11 09:40:41 +0000 2021,Royston Roche,United Kingdom,British supermarket ' profit halved by COVID costs 
Thu Mar 11 09:40:41 +0000 2021,Olive,Wisconsin,RT : Beautiful Rosefinch bird in the snow ️ 
Thu Mar 11 09:40:41 +0000 2021,Dr. Hasanat Alamgir,"Dhaka, Bangladesh"," During Corona Pandemic, Hand Sanitizer is very important for us to keep our health safe &amp; sound.
I t… "
Thu Mar 11 09:40:42 +0000 2021,ReneLeise,deutschland. rlp.,"RT :  5-9 Y : +35% increase per week
10-14 : +20% increase per week
30-49(parents of school kids): +(5-10)% incre…"
Thu Mar 11 09:40:42 +0000 2021,Tuks,"Lagos, Nigeria"," If it gets to that, they're trying to give us another thing apart from the vaccine. 

I'm sure it won't get to that anyways."
Thu Mar 11 09:40:42 +0000 2021,CK,"New Jersey, USA",RT : Trump would put his name on the vaccine syringes if he could but all the Trump syringes were allocated for bleach injections.
Thu Mar 11 09:40:42 +0000 2021,José de Abreu 🇧🇷,Copacabana Rio de Janeiro ,"RT : ""Enfia no rabo"", diz Eduardo Bolsonaro sobre uso de máscara contra Covid "
Thu Mar 11 09:40:42 +0000 2021,Amar Ujala Delhi,Delhi,RT :      
Thu Mar 11 09:40:42 +0000 2021,Michelle Bacos,,"RT : Zero Republicans voted for $1,400 checks.
Zero Republicans voted for $300/week in jobless benefits.
Zero Republicans v…"
Thu Mar 11 09:40:42 +0000 2021,Raffaele,"Parete, Campania, Italy","RT : , in arrivo il piano contro i furbetti: priorità per fascia d'età e ai pazienti fragili

  …"
