createdAt,userName,userLocation,text
2021-03-11 09:29:06,AFC,,"RT : Today we launch our  The fund will provide £2.9m to cash strapped local authorities, helping them pla…"
2021-03-11 09:29:06,Aye Myint Thu,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:29:06,Khin Zar Khaing,,"RT :  In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in eme…"
2021-03-11 09:29:05,Cyn Clagar,,"RT : In this open letter I am appealing to the  and all stakeholders involved, no matter their conviction, to immediately de…"
2021-03-11 09:29:04,Scarlett,,"In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The… "
2021-03-11 09:29:03,Nan,"Bago, Burma","RT : There is an emergency situation in Myaing Township, Magway Division !!Junta
terrorists continue their killing machine and…"
2021-03-11 09:29:03,£,"Lagos, Nigeria",RT : it's an EMERGENCY everyone 🤯 
2021-03-11 09:29:03,ふさえ,アイコン ,"RT : //EMERGENCY COMMISSIONS
RT's are wildly appreciated.
Since the commission i had is almost finished and i desperately needed mo…"
2021-03-11 09:29:00,Community Action,Derby United Kingdom,"RT : If you have a spare two minutes, I highly recommend you download  onto your phone. This is a vital tool in be…"
2021-03-11 09:28:58,Coreen Douglas,"Vancouver, BC",RT : Everyday 3 British Columbians are dying from a toxic drug supply. This gov’t could be doing more - they have the powers…
2021-03-11 09:28:58,Trevor McKee Achilles,"Charlottesville, VA","RT : BREAKING

Texas will be allowed to kick Planned Parenthood out of its Medicaid program.

A district judge just ruled in fa…"
2021-03-11 09:28:58,shallisaw,,"RT : TW//death
A boy got headshot with real bullet by junta force and died. Another one got a shot to abdomen who is in emergency…"
2021-03-11 09:28:57,georgie⁷,she/her • 21 • nsfw, it's a national emergency
2021-03-11 09:28:57,Olabisi Esan,Nigeria,"RT : Hello everyone! I have teamed up with my good friends at the Embassy of Equatorial Guinea in Washington, D.C. to raise funds…"
2021-03-11 09:28:56,Maytha,United States,"RT : TW//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6ppl…"
2021-03-11 09:28:56,Kyi Thandar Lwin,,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in No…
2021-03-11 09:28:55,Min'sAutumn🤍 // Save MYANMAR *。,United States,      In North Dagon; one was killed &amp; one is in eme… 
2021-03-11 09:28:52,Nitu 🇮🇳,"London, England","RT : ""In case of emergency, go to media"" "
2021-03-11 09:28:52,libbyliberal,"New York, USA",Martin:”$350 billion in emergency aid to state and local governments facing bankruptcy because of coronavirus-relat… 
2021-03-11 09:28:48,Theint00,United States,"RT : There is an emergency situation in Myaing Township, Magway Division !!Junta
terrorists continue their killing machine and…"
