createdAt,userName,userLocation,text
2021-03-11 09:21:03,Stone Birdseed,a 12 feet deep hole in Algeria, kirby and snow man are about to die
2021-03-11 09:37:34,Sana Tauseef,Pakistan,"RT : Government should start some aggressive campaign through media, social media or any other medium encouraging people for…"
2021-03-11 09:37:33,Dr Narottam Mishra,"Madhya Pradesh, India",RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
2021-03-11 09:37:33,Kristian Bansil,Bay Area,RT : California is letting ANYONE volunteer at a vaccination site for 4 hours in exchange for a vaccine!! Sign up here: https…
2021-03-11 09:37:33,Jeremy Karlotta,,RT : Trump would put his name on the vaccine syringes if he could but all the Trump syringes were allocated for bleach injections.
2021-03-11 09:37:33,CAR-SEE-NO,Coochieville,RT : me and the boys after getting the vaccine 
2021-03-11 09:37:33,anil rajbhar,mumbai,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
2021-03-11 09:37:32,Jay Vyas,Mumbai,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
2021-03-11 09:37:32,Agent Guzman | Cybersecurity Researcher,RTs and Likes ≠ Endorsement,RT : EU figures show major vaccine erts despite home shortage 
2021-03-11 09:37:32,Ankit Mehta,India,"RT : Pakistan🇵🇰, the only SAARC country to not seek COVID-19 Vaccine from India, is getting 45 million 🇮🇳 made vaccine Covi…"
2021-03-11 09:37:32,Gus,,RT : Tough for  gutter inspectors to reconcile to fact that 🇮🇳 has a homegrown vaccine with proven efficacy wi…
2021-03-11 09:37:32,LeoLau,,RT : The New Hong Kong 
2021-03-11 09:37:32,NorthantsOPFCC,Northamptonshire,"RT : If you have family or friends who are in a priority group for the  vaccination, you can help them by:

- Encoura…"
2021-03-11 09:37:32,Mary,,"RT : I’m not an anti-vaxxer, my children have had all the usual vaccinations, but my every instinct screams at me not to have t…"
2021-03-11 09:37:31,Clare Wenham,London,"Given this, we need to have a serious conversation about vaccination of pregnant women. As we go down the age brack… "
2021-03-11 09:37:31,John,,At last! EU crumbles admitting UK has no vaccine ert ban after Boris forced to step in 
2021-03-11 09:37:31,nemo1984,,"RT : Hospital admissions: England  

▪️12th January: 3812
▪️30th January: 2615
▪️6th February: 2027
▪️16th February: 1361
▪️2…"
2021-03-11 09:37:31,Sage and Time Art Project,Greater Sudbury / Grand Sudbur,"RT : Aaron's full question:

Disabled people need the vaccine right now! Older people with Down syndrome can get very sick for…"
2021-03-11 09:37:31,"ALANADB. NICE TO BE IMPORTANT,MORE SO TO BE NICE !","Southampton,UK","RT : I will boycott any business; pub, restaurant, or events company, that insists on a vaccine passport or ‘showing papers’ as…"
2021-03-11 09:37:31,Eliza Day,Boon Wurrung Country,"RT : me getting                               me doing
the vaccine                                karaoke…"
