createdAt,userName,userLocation,text
2021-03-11 09:10:25,Ian F,,  There is a jab that many people receive for the common flu. Are you against that too?… 
2021-03-11 09:10:20,o errÁtico,Ondé queu tô?? =/,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:10:17,"Daddy Jack, E.& C.H.S.  🇰🇪","Nairobi, Kenya","RT : Parents overwhelmed with sick kids, flu, fever, fatigue, nausea, vomiting, etc during this season - Hot water lemon ginger,…"
2021-03-11 09:09:58,GODnabij,," JEZUS Speaks ​​in 1 of GOD'S answers about Devil's children, and that HE doesn't lie, you do.
MENE MENE… "
2021-03-11 09:09:41,librarian4kids,"Inverness, Scotland","RT : ""People at high risk from flu are also most at risk from Covid-19.""

So , right?

"
2021-03-11 09:09:27,,"Pretoria, South Africa", Yes flu  I got rained on over the weekend and I’ve just had a blocked nose since
2021-03-11 09:09:23,Stourmcrow,Desert,"RT : COVID is a true killer. So far it’s killed the flu, cancer, heart disease, it killed the ability to think, logic and comm…"
2021-03-11 09:09:23,Aegon,,There is no way people didnt brief him telling him it’s NOT the flu.  Every scientist I read knew it was worse than… 
2021-03-11 09:09:20,Hughbie 🇬🇧 ️,"Hartley Wintney, England","RT : Child-abuse.
We won’t forget the no-science politicians that ordered this, and vile teachers punishing children for a flu…"
2021-03-11 09:09:17,George Godknows Bite,,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:09:17,Sally Saar,Bahrain,What is it that some do not understand after 12 months of campaigning by authorities? After so many deaths here and… 
2021-03-11 09:09:14,The Ghost of Jeremy Bentham ,Britain,"  There’s nothing wrong with stating that it originated from Wuhan, the problem is that it’s… "
2021-03-11 09:09:07,feelin alive with geog,Daddy's lore, publish this in March. As far as I’m concerned (and I’ve written another thread on this) was that… 
2021-03-11 09:09:06,Patrick Heaney,Dublin,  Flu World Order 
2021-03-11 09:08:59,Haroon Rasheed,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:08:32,Alan Freestone,"Birmingham, England", ....Or 'flu season is over.
2021-03-11 09:08:25,kliche',,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:08:16,Dr Drake Ramoray,"Peshawar, Pakistan",Is it a seasonal flu or .. 
2021-03-11 09:08:12,Ishwar Jha,,"RT :   Time for establishment physicians that value science to call out this bs, it's anti science. GSK, like…"
2021-03-11 09:08:08,شائق ,قلعه حیوانات,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:08:07,SusieMaraCornelia,USA,"RT : In case your day's not creepy enough yet: today, mainstream media sites across the world—in virtually every language—ra…"
2021-03-11 09:07:57,Saleem Ahmed,"لاہور, پاکستان","RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:07:56,Haydeano,,"RT : Jon Rappaport (whose wife is a medical doctor) said: HIV, Ebola, SARS, Swine Flu, Zika, and everything we've been told a…"
2021-03-11 09:07:52,Pickles' Wife,The South ,"RT : 3/ That's what the clinical trials proved. That's ALL they proved. The real-world data is messy, but it too does NOT sugg…"
2021-03-11 09:07:51,thisdidnotgotoplan,, Where does it end? The next time we have a dreadful flu season we lockdown. Where does it stop?
2021-03-11 09:07:29,Matan Holzer,,"  All-causes mortality in Israel is 100-150 per day, depending on months.
January is th… "
2021-03-11 09:07:27,Mr O'Keefe,"Lyndon School, Daylesford road Solihull. ","RT : March 11 -  The World Health Organisation, also known as WHO, declares Covid-19 to be a pandemic. The previous…"
2021-03-11 09:07:25,Winston Smith - ,All over UK,  Focus should be on global vaccine programs and getting supporting operations quickly… 
2021-03-11 09:07:05,RJB.,France,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:07:04,Roland Bonlett,The 'Celtic' fringe... , Quite. I have never (and will never) have the Flu vaccine and I have 'politely declined' the Covid n… 
2021-03-11 09:06:55,Val Thor,,RT : Zinc is an essential mineral. It has long been known for its beneficial effects on immune health. On top of regulating i…
2021-03-11 09:06:51,Marlon Brando stan account,Belgique,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:06:44,mush,the midlands,"    Because the flu is not the same as COVID, despite the nonsense th… "
2021-03-11 09:06:40,Sven Erickson,"New York, USA", don't call the 1918 flu the Spanish Flu. It has nothing to do with Spain. They were neutral in WWI… 
2021-03-11 09:06:36,Milos Blagojevic,"California, USA", Random question: which vaccine is closest to a “traditional” vaccine? As in which one is closest to… 
2021-03-11 09:06:34,no name,United States," The credit goes to science and the scientist. don the con tRumps called it a hoax, the flu, he hid t… "
2021-03-11 09:06:34,Alison Gray,"Scarborough, England", hi Lorraine could you ask  if they are inventing a nasal covid vaccine and if so when will… 
2021-03-11 09:06:32,PNTLSNK,,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:06:31,And the point is?...,North Yorkshire UK,"RT : Child-abuse.
We won’t forget the no-science politicians that ordered this, and vile teachers punishing children for a flu…"
2021-03-11 09:06:28,خان,"Peshawar, Pakistan","RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 09:06:21,Louise 1️⃣9️⃣,Scouse Republica Plague Island,Well I'm feeling much better just very tired and weak like when you are recovering from flu. I've been on the schoo… 
2021-03-11 09:06:21,braincoral,decompressing,"  i'm very happy for your virtue signalling, but you can take your ""vaccine"" and shove i… "
2021-03-11 09:06:17,Sara Jellicoe,"England, United Kingdom",  I 've not allowed anybody in the house that I live in for what seems like forever. W… 
2021-03-11 09:06:02,smr,日本 ,"RT : [ ]

 
New Snacks

▶️  "
2021-03-11 09:05:57,Ruby,,RT : Guess what!  When people start getting sick &amp; dropping like flies from the Flu in the Autumn because their immune systems…
2021-03-11 09:05:53,LITTLEboy,guaynabito ,RT : Professor elains the normal flu vs coronavirus in one minute... 
