createdAt,userName,userLocation,text
Thu Mar 11 09:40:15 +0000 2021,ゆきんこ🦖burst！,,"RT : REQUEST    

Snow Man ASIA TOUR 2D.2D.
初週40万枚突破！
おめでとうございます"
Thu Mar 11 09:40:15 +0000 2021,ゆう,,"RT : Snow Manの「素のまんま」
本日夜9時より放送！

️今夜のメンバー️


の2人です！お聞き逃しなく！
￼
放送中は  でツイートして一緒に盛り上がりましょう！
 "
Thu Mar 11 09:40:15 +0000 2021,Tracey Tonight!,Send help,RT : Chernobyl hitting differently a year into COVID 
Thu Mar 11 09:40:15 +0000 2021,咲サブ,,"REQUEST     
     
  ️    Snow Man 三昧な三枚目 Grandeur
     D.D.

c/w ナミダの海を越えて行け
B… "
Thu Mar 11 09:40:15 +0000 2021,Dj Espy ,, 
Thu Mar 11 09:40:15 +0000 2021,SupportJanine,Republic of the Philippines,"RT : Ngayong araw tumaas sa 607,048 ang bilang ng mga nagpositibo sa COVID-19 nang maitala ang 3,749 na bagong kaso. 546,671 na…"
Thu Mar 11 09:40:15 +0000 2021,Kevin S. D'Ambrosio,L'Hospitalet del Llobregat,"RT : se dan cuenta que si dormimos TODOS por dos semanas, el covid se acabaria? Yo estoy fdb"
Thu Mar 11 09:40:15 +0000 2021,Gökhan,"Hamburg, Deutschland","RT : Kentleşme ve hayvanların yakınında artan yerleşim yerleri, bizi insanlara bulaşabilecek virüslere daha da açık hale getiriyo…"
Thu Mar 11 09:40:15 +0000 2021,Rocio Garcia,"La Pampa, Argentina","RT : se dan cuenta que si dormimos TODOS por dos semanas, el covid se acabaria? Yo estoy fdb"
Thu Mar 11 09:40:15 +0000 2021,Alexander Cheng,,"RT : It’s been 48 days and Joe Biden still has not given a press conference.

The President of the United States is in severe…"
Thu Mar 11 09:40:15 +0000 2021,W. Meadowbrook,Planet Earth,RT :   
Thu Mar 11 09:40:15 +0000 2021,Elstego,Glasgow,"RT : Further, anyone who believes/claims the only way to get our freedom ""back"" is through the use of COVID/vaccine/health passpo…"
Thu Mar 11 09:40:15 +0000 2021,🦠Cate,Australia,"RT :  By the time we all get the vaccine, there will have arisen so many new strains that we'll have to start agai…"
Thu Mar 11 09:40:15 +0000 2021,L OF LAGOS,"Lagos, Nigeria","Palliative no reach us but now you want make Vaccine reach all of us haha🤦‍️
Abeg you guys should hide the Vaccine… "
Thu Mar 11 09:40:15 +0000 2021,Μακαριος,,RT : If you are in the Bay Area please bring business to this restaurant in SF Japantown &amp; any of the businesses in the Japantow…
Thu Mar 11 09:40:15 +0000 2021,samndhra,四国，Japan,"RT :  ビンゴで、南ア株に感染すると、ほかの株に感染しにくくなるという報告が既に出ています。コロナ対コロナで、生き残りをかけた熾烈な戦いが継続中ということかも。
"
Thu Mar 11 09:40:15 +0000 2021,Vipul patel,,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:40:15 +0000 2021,Cecilia Oliver,,"RT : ️ Debido a informaciones falsas que circulan, es importante aclarar que todavía no está abierta la inscripción para recibir la v…"
Thu Mar 11 09:40:15 +0000 2021,MNT Haber,"Adana, Türkiye",Covid Pandemisi Karaciğer yağlanmasını arttırdı Dünya genelinde yaşanan Covid 19 pandemisi nedeniyle Türkiye’de de… 
Thu Mar 11 09:40:15 +0000 2021,Sean McGoldrick,,RT : If this is what happens at an event featuring less than 750 athletes imagine what could occur at  when there will…
Thu Mar 11 09:40:15 +0000 2021,"Karim ""Buy Crypto"" Ghantous","Melbourne, Australia","Oh, no! Not more cases!

/sarc"
Thu Mar 11 09:40:15 +0000 2021,Ida Golato 🦋 ,,"RT : chi ha distrutto la sanità,contribuendo ai 100mila morti del , ne deve rispondere: ha le mani lorde di sangue"
Thu Mar 11 09:40:15 +0000 2021,Jonathan Bland,UK,RT : Gender inequality sadly still rife as we mark  &amp;  Covid-19 has widened the gap even further https:…
Thu Mar 11 09:40:15 +0000 2021,寧々-ねね-,,"SmileってどのSmileなんだろ
キスマイ兄さんのSmileならとても私は嬉しい"
Thu Mar 11 09:40:15 +0000 2021,Martínez-Almeida Fans,Madrid,Begoña Villacís me confirma que me seguirá apoyando siempre y que juntos seguiremos anulando peatonalizaciones que… 
Thu Mar 11 09:40:15 +0000 2021,Puls Biznesu,Warszawa/Warsaw,"Grecja uchyla drzwi dla turystów - do kraju będą mogli przyjeżdżać osoby z zagranicy, które są zaszczepione, przesz… "
Thu Mar 11 09:40:16 +0000 2021,ปะ ,,"RT : แจ้งเพื่อทราบครับ ️ เริ่ม 11 มีนาคมนี้ครับ สำหรับค่าธรรมเนียมทำพาสปอร์ตแต่ล่ะประเภท•บุคคลทั่วไป5ปี 1,000 บาท•บุคคลทั่วไป10…"
Thu Mar 11 09:40:16 +0000 2021,xHayabusax,,      Hätten wir eine wahre tödliche Pande… 
Thu Mar 11 09:40:16 +0000 2021,María Jesús Díaz Prada,,RT : Se cumple un año de los  Aquel 10 de Marzo mágico en el  pudimos disfrutar de la…
Thu Mar 11 09:40:16 +0000 2021,highvoltageeee2k3,,"RT : Iran's Health Ministry says the first shipment of the coronavirus vaccine produced by India's Bharat Biotech, including 125,…"
Thu Mar 11 09:40:16 +0000 2021,Cat,,   Companies blocked the request for the vaccine to be open sourced. They'… 
Thu Mar 11 09:40:16 +0000 2021,Reg Nansen,"Melbourne, Australia","   It's not a vaccine nor an inoculation, it's gene therapy, so jab is more accurate than vaccine."
Thu Mar 11 09:40:16 +0000 2021,wiesendonk,"Berlin, Deutschland",Nur allzu wahr
Thu Mar 11 09:40:16 +0000 2021,Shore Girl,"New Jersey, USA","RT : Pew poll: 70% of Americans, including 41% of Republicans, support Biden's COVID relief bill."
Thu Mar 11 09:40:16 +0000 2021,Wellcome,Global,"RT : Money important, but it is sharing of actual vaccines that matters. Needs an urgent transparent,honest,timeline when coun…"
Thu Mar 11 09:40:16 +0000 2021,Dorie,"Gambrills, MD","RT : Today, after 528,000 deaths from Covid, 0 House Republicans voted for Covid relief.

On January 6, with no evidence of voter f…"
Thu Mar 11 09:40:16 +0000 2021,Walki's Monster,UK,RT : Join us to discuss how COVID-19 has affected trans communities and how organisations like us and  can offe…
Thu Mar 11 09:40:16 +0000 2021,Rob  Wilson,Scotland,"RT : Promising signs for how we can manage COVID in next 6 months: vaccinate bulk of population (like we do with measles, jump…"
