createdAt,userName,userLocation,text
2021-03-11 09:24:35,JF 17 . Th€ $up®€m€ Fight€®,"Milton, CA/karachi",'s account has been withheld in India in response to a legal demand. Learn more.
2021-03-11 09:35:34,ronnocm,"North East, England",RT :    Its not about a flu virus its about locking everyone down until they accept the ne…
2021-03-11 09:35:29,Nancy Drew ,Can't see the wood for trees,"RT : Isn’t it clear yet

There’s no deadly pandemic 

Lockdowns destroy society

Vax unnecessary, 99.5% survive 

Masks unnec…"
2021-03-11 09:35:29,David Faughnan,"Longford, Ireland", The flu went away and regrouped last winter. Planning on coming back stronger than ever and regaining top spot.
2021-03-11 09:35:24,Nathan Ellis,Northumberland,  Winter flu season with no vaccine
2021-03-11 09:35:10,Kevin  Briggs,Alaska,RT : We are living under an authoritarian surveillance state. Because of a flu.
2021-03-11 09:35:10,Polish News,"London, England","Gdansk.  With more and more avian flu cases, warning signs will appear "
2021-03-11 09:35:06,Mmalenyalo Oabile,"South Africa, Cape Town","So he must get rained on, catch flu and die? "
2021-03-11 09:35:06,sidi diallo,"Bremerton, WA","Theraflu Flu &amp; Sore Throat Packets Apple Cinnamon Flavor - 6 ct, Pack of 2  via "
2021-03-11 09:35:04,DRE,Ireland,RT : Here we go. I was tweeting in April about a study done by the US Military on senior veterans. They found that those who had a…
2021-03-11 09:34:46,Mian Khawar Safdar,"Lahore, Pakistan","RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 09:34:38,Asmadi Salleh ,Malaysia ,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:34:25,AnnaAC,,RT : mRNA vaccination: 40 times more dangerous than the flu vaccination. Official figures from Great Britain and the WHO show:…
2021-03-11 09:34:23,Alex Comins,"Exeter, England",RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:34:22,FrancesHouseman,"Here, there, everywhere."," Forever part of my wardrobe now. Anonymity, warmth, safe from germs. I mean, basic flu numbers went dow… "
2021-03-11 09:34:20,Sista ntswembu,Randfontein , flu meds and steaming almost everyday.
2021-03-11 09:34:19,AnnaAC,,RT : In English 
2021-03-11 09:34:15,Spring🦋 AriesBaby ,In these streets ,RT : I got my second dose of the vacciana yesterday. Super grateful. My only tip is making sure you have pain killers and flu/cold…
2021-03-11 09:34:15,Brenda Kelly,"Dublin City, Ireland"," Why are they suddenly worried about flu, we already have a vaccine for that. There just going to keep… "
2021-03-11 09:34:13,Le bat man,Yaoundé ,RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:33:59,jimmyjames,South of Polaris,  Not only Dog DNA in a flu shot but floor cleaner too . Yet sheep people blindly ge… 
2021-03-11 09:33:57,alison pannell,Somerset UK,   I am wondering if 'they' will be more honest next winter and admit which dea… 
2021-03-11 09:33:54,Memoona Arslan Bhatti,Lahore,"RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 09:33:46,James1XRP,Surrey,Have a play with this.  Let's have a big shout out to the person who invented the miracle cure for flu. Th… 
2021-03-11 09:33:43,Aya,United Arab Emirates,"RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 09:33:36,Anna F Beswick,,"    Whole pissing exercise had been pointless, unless of course… "
2021-03-11 09:33:30,Nicolas M,A dystopian country,"RT : Jon Rappaport (whose wife is a medical doctor) said: HIV, Ebola, SARS, Swine Flu, Zika, and everything we've been told a…"
2021-03-11 09:33:22,Mac in Monticello,, All flu is diagnosed as Covid to inflate the numbers
2021-03-11 09:33:22,kevin o shea,"Cork, Ireland", They said in Britain that the lockdowns have led to a lack of immunity to the flu so they will be res… 
2021-03-11 09:33:10,Isabel Oliveira,,RT : So what have we learnt this morning. Just facts... Ireland is looking at another 11-12 weeks of lockdown (meaning not eve…
2021-03-11 09:33:09,empitty,"Melbourne, Victoria", I read we do 10 million flu shots each year. Why is this existing network and process not being used?
2021-03-11 09:33:05,Phil Raynolds,Lake District,   Sorry - you do realise the ONS is already combining flu and pneumonia to get… 
2021-03-11 09:32:32,Haydeano,,"RT : Isn’t it clear yet

There’s no deadly pandemic 

Lockdowns destroy society

Vax unnecessary, 99.5% survive 

Masks unnec…"
2021-03-11 09:32:29,Sista ntswembu,Randfontein , I have this crazy flu that felt like death for about two weeks. This happened after I went out partying btw
2021-03-11 09:32:28,The early phase biostats guy,,    Need to get those clinical trials started soon about combining flu and C19 jabs
2021-03-11 09:32:27,James,"North West, England","RT : Update from 
 has scheduled the 4th Wave for Sept, at which time  will announce he's lo…"
2021-03-11 09:32:20,KB,,RT : So what have we learnt this morning. Just facts... Ireland is looking at another 11-12 weeks of lockdown (meaning not eve…
2021-03-11 09:32:12,Louise 1️⃣9️⃣,Scouse Republica Plague Island, Much better more like cold symptoms but after the flu 
2021-03-11 09:32:04,カ | tika,21,down with a horrible flu karena aku fragile  sad
2021-03-11 09:32:02,datatosee.com,, At least we have the MHRA overseeing deaths and side effects of the vaccine THEY approved. Good job the… 
2021-03-11 09:31:56,Heidi 🇬🇧  ,No Lists Please. ,"RT : 'Flu kills, never been asked if I've had my annual 'Flu jab. Pneumonia kills, never been asked if I had a pneumococcal va…"
2021-03-11 09:31:56,sam.,"Hull, East Yorkshire.","  i had that too, the side effects are really common with the oxford/az vaccine. a lot of pe… "
2021-03-11 09:31:51,PrincessSaffyBee,,    Everyone reacts differently to any vaccination. I was fine with flu… 
2021-03-11 09:31:38,David Gillie,, And cases are plummeting. BTW....that's what all the scientists have said. Throughout the centuries… 
2021-03-11 09:31:36,Me,,"RT : ""In summary: The corona crime is swine flu crime 2.0 and ""Corona"" mostly is Influenza 2.0: Rebranding.""

The Global Coro…"
2021-03-11 09:31:36,Lily D  ,,"RT : Thread web⬆️⬇️

More and more studies prove that SARS-CoV-2 was endemic already at the beginning of the ""flu season"" 201…"
2021-03-11 09:31:32,thisdidnotgotoplan,," A bad flu season caused 55000 deaths only a couple of years ago. The precedent is set now, health service u… "
2021-03-11 09:31:08,WillRooted,Headed East now that we r West,  No but for real the reason I got covid was a dude at work didn’t report his symptoms and he go… 
2021-03-11 09:31:02,John Scott,"Guangdong, People's Republic o","   Pneumonia is much less likely to be the actual underlying cause of a death, r… "
2021-03-11 09:30:33,Mrs B,Planet Earth,"  It's not the flu. 
Annual adjustments work on a background health landscape but C19… "
2021-03-11 09:30:27,Matthew,, Will you guys be continuing the testing with the flu each year? Maybe we can wipe out the deadly flu too?
2021-03-11 09:30:25,Jon Frankish, England,    The flu isn't tested for once a positive result is found for Covid.
2021-03-11 09:30:22,NotTheBankofEngland,, All for the flu 🤧
2021-03-11 09:29:43, Mods🧪,Popular loner ,RT : And thats a goodnight from me! 🧪️   
2021-03-11 09:29:21,Seán,," Are there any reports on Winter flu deaths, Ewan? Has anyone got the flu in the last 12 months?"
2021-03-11 09:29:12,powickr,"Stourbridge, UK", Glad you followed up with this. Not all of us chaps are ogres. I'm teaching my daughter that she can… 
2021-03-11 09:29:03,Runalong Womble,The EU in Exile, Definitely feels like a flu jab for me a days rest is not a bad thing at all
2021-03-11 09:29:01,Symphonise Consulting,"Johannesburg, South Africa","On this day in 1918, Private Albert Gitchell of Fort Riley, Kansas became the first documented case of Spanish flu… "
2021-03-11 09:29:01,S,,RT : A sitting CM of state had swine flu and this was very exciting for  journalists and then they started giving lectures…
2021-03-11 09:28:25,Mary P Byrne-Halaszi,"Raleigh, North Carolina","RT : Reality:
Over 400,000 Americans died from COVID-19 on Trump's watch. 
One year ago today, instead of taking the pandemic…"
2021-03-11 09:28:24,Call Bullshit Out ,A Wee Spot In Europe,"I for one I’m the same with my kids, I have taken the flu jab for 10yrs due to my condition but I will never take t… "
2021-03-11 09:27:46,Truth Seeker,London,  No you dipstick.....she had a flu jab every year which I’m pretty sure did something to h… 
2021-03-11 09:27:41,Ruchi Angrish (She/Her),"Noida, India","RT : The same people who said...

COVID is like flu
Masks don’t work 
BCG will protect us
HCQ and Zinc are great
We’ve reached…"
2021-03-11 09:27:41,Cosain,Ireland,RT : So what have we learnt this morning. Just facts... Ireland is looking at another 11-12 weeks of lockdown (meaning not eve…
2021-03-11 09:27:33,Chrissie Z,Switzerland,"RT : 'Flu kills, never been asked if I've had my annual 'Flu jab. Pneumonia kills, never been asked if I had a pneumococcal va…"
2021-03-11 09:26:49,The Geordie Nerd,"Newcastle Upon Tyne, England", I get that with the flu jab hope I'm side effect free lol
2021-03-11 09:26:47,lane chambers,, To put Dr Fauci/NIH’s $1.15 BILLION four-year grant to investigate Long Term Covid (PASC) into conte… 
2021-03-11 09:26:42,Shodene,South Africa,"RT : The oldest person in Costa Rica. 121 years old today. Got the Spanish flu in 1918, got covid in 2020. Was vaccinated t…"
2021-03-11 09:26:18,Jonathan Jones 🦆,Oxford,"RT : The Mitre was established in 1636 &amp; has seen the London Plague of 1665, the Cholera outbreaks in the 1800s and the Spanish…"
2021-03-11 09:26:15,ㄹㄹ,she/her | 정찬우 김한빈 권혁, The left one is flu meds and the right one is vitamins!
2021-03-11 09:26:07,David E Brady,," Really? You still haven't finished getting compo off GSK for the last rushed vaccine
"
2021-03-11 09:25:51,Craig Griffith,Republic of Wales, All good. Got vaccinated the other day so a couple of flu like days but you know better than the alternative.
2021-03-11 09:25:43,Julie,"Newport, South Wales","  There will be many that will happily let their kids have this shot sadly, thinking t… "
2021-03-11 09:25:42,Robert Purse  ,"Southam, United Kingdom","'Flu kills, never been asked if I've had my annual 'Flu jab. Pneumonia kills, never been asked if I had a pneumococ… "
2021-03-11 09:25:38,Awake.,,"RT : So far in the UK 212 people have died, and 12 have gone blind, after taking the Pfizer-BioNTech vaccine, according to…"
2021-03-11 09:25:24,Ⓜ️uumi️McBot 󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺3.5%️,"Auchenshooglemuchty, Scotland",RT : Science denying nationalist who compared the pandemic to a common flu wants you to believe he invented the vaccines developed b…
2021-03-11 09:25:19,OᗯEᑎ ᗷᗩTᑕᕼ󠁧󠁢󠁷󠁬󠁳󠁿,"Abergavenny, Wales",RT : Football fans wearing masks during a football match in Atlanta during the 1918 flu pandemic. 
2021-03-11 09:25:13,Ttiot,, So how to we make sure this doesn't happen again.Let's face it as we all know winter always pushes… 
2021-03-11 09:25:08,EPL Champion LIVERPOOL FC ,"Manzini,Swaziland", History repeats itself strangely before Covid19 there was the Spanish flu so that is why I am not pani… 
