createdAt,userName,userLocation,text
2021-03-11 09:30:02,One Sister's Journey...Keeping it Real,New York,I anticipate some time in my writer's cottage this coming weekend. What do you look forward to doing when the... 
2021-03-11 09:30:01,EverythingEverythingMarkov,,"He said it's up to me, it's up to me, it's up to the car, under snow, cut to ribbons
And you feel left behind"
2021-03-11 09:30:01,Crowborough Weather,East Sussex,Data 09:30 Pressure 996.0 hPa Temp 9.3oC Hum 80pct Wind 11.6 mph WSW Rain today  10.4 mm Month 94.2 mm Snowfall today 0.0 Snow Depth0
2021-03-11 09:30:00,Assem Mayar,"Kabul, Afghanistan","Impact of drought and winter snow deficit:
The orange-colored rivers would most likely have low flows over the 4-mo… "
2021-03-11 09:29:58,Ed,United Kingdom,"Finally, with regards to the police arresting a serving officer, this is of course hugely damaging to trust from th… "
2021-03-11 09:29:58,Ed,United Kingdom,"Of course these issues are not applicable to the majority of good men, but when you do nothing about something, you… "
2021-03-11 09:29:57,Ed,United Kingdom,"Ultimately, women have put up with men and their shit for too long. The onus should never have been on women, but t… "
2021-03-11 09:29:57,Ed,United Kingdom,These behaviours are a starting point for inclinations which ultimately manifest into men believing women are infer… 
2021-03-11 09:29:57,Ed,United Kingdom,"It starts from the bottom. Heckling at women? No, it's not light hearted banter, pal. It's completely uninvited att… "
2021-03-11 09:29:57,Ed,United Kingdom,"No matter the teachings given to young boys, we will always have a society where tragedy like this occurs. However,… "
2021-03-11 09:29:56,Ed,United Kingdom,"As a son of a strong willed single mother, I was taught from a young age about the privilege I have, not just as a… "
2021-03-11 09:29:56,Tjoerie,,RT : Goofy ravens playing in the snow.      
2021-03-11 09:29:56,Ed,United Kingdom,"However, any conversation which challenges men to understand the daily trials women face, is necessary."
2021-03-11 09:29:56,Ed,United Kingdom,"Truly gutting to read about Sarah Everard. In some ways, I hope her case doesn't just spill over into wider issues… "
2021-03-11 09:29:54,victory eyes,unite,RT : I’m glad I got good snow photos before Texas chose violence 
2021-03-11 09:29:53,yuka,,"REQUEST   

I love Snow Man and I hope people of the world to know them️!!

Snow Man… "
2021-03-11 09:29:53,솧시키,밀레니엄 팔콘호 물품보관함 구석탱이,RT : Goofy ravens playing in the snow.      
2021-03-11 09:29:52,ティーラテb5,,"RT :  REQUEST   

My favorite Snow Man music video is Grandeur.
Their smart silhouett…"
2021-03-11 09:29:49,i love mew,she her 23, I never eected this much snow
2021-03-11 09:29:48,lily mac,she/her/ella,"california snow excitement aside nobody in three generations of my family has seen it hail like this in town, so sh… "
2021-03-11 09:29:47,4랑 ️,,"RT : Shinwon: during trainee days, we really liked Noryangjin
Hui: we would secretly go at dawn. We had things like curfew. At th…"
2021-03-11 09:29:43,caroline,she/her || 18+ || sweden,I can’t believe we had spring for a few days and now the snow is back again
2021-03-11 09:29:42,FREQ RADIO NETWORK - DOWNLOAD OUR APP,United States," Daddy Yankee, Katy Perry, Snow - Con Calma - Remix 

CLICK TO LISTEN ️  "
2021-03-11 09:29:35,james altham,lancashire, more snow i think we have seen the last of that here it is fine here for the moment what a miserable… 
2021-03-11 09:29:33,•MATT•  ,"East, England",    Tierney is a shorts in the snow merchant
2021-03-11 09:29:31,that jiggly bush,,RT : Goofy ravens playing in the snow.      
2021-03-11 09:29:30,IEMBot TBW,"Tampa Bay Area/Ruskin, FL",FORT MYERS Mar 10 Climate: Hi: 81 Lo: 55 Precip: 0.0 Snow: M 
2021-03-11 09:29:30,IEMBot TBW,"Tampa Bay Area/Ruskin, FL",TAMPA Mar 10 Climate: Hi: 80 Lo: 56 Precip: 0.0 Snow: M 
2021-03-11 09:29:29,Foo,,RT : Goofy ravens playing in the snow.      
2021-03-11 09:29:25,Jaxx 01999 YNWA LFC,,"Shows what lies these 2 are capable of, and I don’t believe a word they say, I mean come on she compared herself to… "
2021-03-11 09:29:24,Pitlam Vineeth Kumar,,"RT : Posters include sea/ocean,snow trees,trains 
Director is telling that nature plays an important role  in the movie  https://…"
2021-03-11 09:29:23,Kate,In your head,"RT : This thread is overdue, as this is from nearly a month ago, but I wanted to share this. Lamb pics/stories help take our m…"
2021-03-11 09:29:20,Emmanuel Morais,Chennai , Added EmmuPoke
2021-03-11 09:29:18,,구독하게해줏세요ㅜ,"RT : Shinwon: during trainee days, we really liked Noryangjin
Hui: we would secretly go at dawn. We had things like curfew. At th…"
2021-03-11 09:29:17,J2Ski Snow Reports,Europe, - 20cm+ Snow forecast for Mauterndorf over 3 days -     - 
2021-03-11 09:29:17,molly_,2023,"Rain or snow should please fall, epp me "
2021-03-11 09:29:17,Annisa  don't forget daily login!,"Jakarta, Indonesia",I have to get that Snow
2021-03-11 09:29:16,Kirstine ,Kweendom," snow white, Cinderella, peter pan

KISSES MI AMORE
 | "
2021-03-11 09:29:16,she/her/yellowbone,"Los Angeles, CA",Not Kim K thinking hail was snow and then getting an attitude when she got corrected. Talking about “I’m not a mete… 
2021-03-11 09:29:15,lee willcocks,,"One of the Short eared owls with its out stretched snow boots on..

  
… "
2021-03-11 09:29:14,Alder,⦿ Pathless Plain," OMG YESSS, he plays it like 1000-piece chess, meanwhile Eri plays it like an elaborate OC art project.… "
2021-03-11 09:29:12,サラ,,"RT :  REQUEST       

Snow Man ️ Grandeur / KISSIN’ MY LIPS / Stories / D.D."
2021-03-11 09:29:10,𝙈𝙧𝙨𝙎𝙞𝙨 𝙣𝙜 𝘽𝙏𝙎⑦ ,"Ormoc City, Eastern Visayas","RT : Here I am crying about a boy climbing a mountain to get snow because he knows that other boy loves it 

 "
2021-03-11 09:29:08,ティーラテb5,,"RT :  REQUEST   

My favorite Snow Man music video is D.D.
It's their starting point,…"
2021-03-11 09:29:07,Laura,"Austin metro, Texas",RT :  Jack and Luke think Jim Jordan has the same moral character as yellow snow. 
2021-03-11 09:29:04,ティーラテb5,,"RT :  REQUEST   
My favorite Snow Man music video is “Grandeur”. The reason is the…"
2021-03-11 09:29:01,janet,"North Carolina, USA", loved The Snow Child by Ivey. Alaskan writer. wonderful. Just read Ms Benson's Beetle which was delightful. by Rachel Joyce.
2021-03-11 09:28:58,nis,,"RT : Shinwon: during trainee days, we really liked Noryangjin
Hui: we would secretly go at dawn. We had things like curfew. At th…"
2021-03-11 09:28:57,Annisa  don't forget daily login!,"Jakarta, Indonesia",SNOW..... MAN.......!!!!!
2021-03-11 09:28:53,PattuCheenu,,"RT : Start Your Day With A Positive Attitude And A Positive Intention  

 Lovely Friends Have A Great …"
2021-03-11 09:28:51,nes⁷,! she/her ! 16 ! +62 ! dngc !,RT : twitter creating spaces is like president snow announcing a quarter quell every so often to spice up the hunger games
2021-03-11 09:28:48,Jaentan,Swedish Forest,  Jokes on you! I can't see out from my window because of the snow 🤣
