createdAt,userName,userLocation,text
2021-03-11 09:27:17,nath,🦊,"RT : 8D should not have a say on the extension when they literally forgot to pick up hyewon after the pd48 finale because of ""b…"
2021-03-11 09:27:15,Karen Fullilove Cook,"Saint Charles, MO, USA",RT : The word is out. Our southern border is wide open. Pakistani nationals are arriving in New York via the southern border. Thi…
2021-03-11 09:27:15,Nazanine Moshiri,Kenya,RT : Where in the world is the Tanzanian president? Nairobi? Dar? Opposition figure  says critically ill Magufuli has…
2021-03-11 09:27:13,ScotRail,Scotland,Trouble on a train? Spotted something that looks suspicious at a station? You can text  on 61016 to alert them.… 
2021-03-11 09:27:12,"CUE2GO (Erin, Erin Joy, or EJ...dealer's choice)",,RT : I have a theory that ADHD evolved because society always needs at least some people who are good in a crisis even if they’…
2021-03-11 09:27:11,Bwinee1992,,"RT : tw//blood
In North Dagon,a boy got headshot &amp; died, another was shot into the abdomen &amp; currently in emergency. The backp…"
2021-03-11 09:27:06,Call 112,"Uttar Pradesh, India"," Event ID- P11032106452 
Sir, don't worry emergency help is reaching shortly."
2021-03-11 09:27:03,हिन्दू हितेस्वर (ହିନ୍ଦୁ ହିତେଶ୍ୱର)्रीराम,जम्बूद्वीप,"RT : ""In case of emergency, go to media"" "
2021-03-11 09:27:02,Khin Myo Han,,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in Nor…
2021-03-11 09:27:01,Human Adderall,Miami (Only place to be),RT : Emergency chicken nugget
2021-03-11 09:27:01,JM__97,Japan,"RT : 3 people got hurt, One in emergency, three got arrested in Myaing.

 
 "
2021-03-11 09:27:00,Phyolaezaw,United States,"RT : Tw // blood , death

In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency…"
2021-03-11 09:27:00,Richard O'Callaghan,"Yorkshire, England",RT : “It’s fantastic that today we can provide  with the money to bring a lasting legacy for trees and people in th…
2021-03-11 09:27:00,Fifosys,London,"Cyber security has become a concern for the US President, but in some instances, it still doesn't feature in boardr… "
2021-03-11 09:27:00,Eimon,,RT : TW// blood and death Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers sh…
2021-03-11 09:26:58,Karen rayner,,"RT : If something goes wrong with your vehicle while you're driving, and it's safe to do so,  to your nearest emerg…"
2021-03-11 09:26:58,Fran Dunne,"Mississauga, Ontario","RT : A civic emergency is upon us. This is how democracy dies in 21st century America. If you feel sad or helpless, volunteer…"
2021-03-11 09:26:58,"Ars longa, vita bre(🅱️i)s tom",he // they,"RT : For emergency 2020s system change we must break media silence on destructive human activity (*capitalism*).

3.2°C extincti…"
2021-03-11 09:26:55,트레이시,,"STOP ONSLAUGHT

Because of the fatal shooting in North Dragon this morning,one died and and other was in emergency.… "
2021-03-11 09:26:55,kikyo🤍,The mountains,RT : Emergency chicken nugget
2021-03-11 09:26:46,별아SusanVV,Myanmar,Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning… 
2021-03-11 09:26:46,Jane Flanagan,"Cape Town, South Africa",Where in the world is the Tanzanian president? Nairobi? Dar? Opposition figure  says critically ill Mag… 
2021-03-11 09:26:42,Somila,"Stellenbosch, South Africa",RT : Join us for an emergency meeting on 11 March at 11h30 using this link: . 
2021-03-11 09:26:41,Md Mahboob Ishaati,India,"RT : Undeclared EMERGENCY in India
politicized Delhi police again Raiding on the office of SeniorAdv Mehmood Pracha
It neve…"
2021-03-11 09:26:39,Chaw Su Aung,Myanmar,"RT : tw/blood
In North Dagon ,a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpac…"
2021-03-11 09:26:39,Creggan Country Park,"Derry, Northern Ireland","RT : Today we launch our  The fund will provide £2.9m to cash strapped local authorities, helping them pla…"
2021-03-11 09:26:38,Donna  ,"Cobden, Victoria, Aus",". 
Break glass in case of emergency...
 

 
"
2021-03-11 09:26:37,Patupaiarehe,Fairy La la Land,Please support this important campaign:  via 
2021-03-11 09:26:36,AOKIP VEHE🤯,"Birmingham, England",RT : Heard about an app called Hollie Guard which allows you to raise an alert by shaking your phone. It notifies your emergency c…
2021-03-11 09:26:33,Becca Magnus ,"London, England","If I didn’t have a transplant, doctors told my parents I wouldn’t survive beyond 10 years old. I was put onto the e… "
2021-03-11 09:26:32,LuisCampos,,RT : Right now: Tonight's refs are having an emergency meeting to discuss whom to hand all the pens 
2021-03-11 09:26:31,Kaiyo,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:26:31,HazelMyattt,United States,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in North…
2021-03-11 09:26:29,Chibuzor🀄️,"Lagos, Nigeria",  Emergency  
2021-03-11 09:26:27,Amenu,,"RT : “What we know is extremely concerning, but what we don’t know might be even worse,” said Manuel Fontaine, director of emer…"
2021-03-11 09:26:26,hansukyaw,Myanmar,"RT : TW//Blood, Gunshots &amp; Violence
Army terrorists brutally shot ppl at  Tsp,Magway Region with live bullets&amp; 6ppl…"
2021-03-11 09:26:23,Luna⁷,United States,Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning… 
2021-03-11 09:26:19,PINKLIPS,Anywhere i want to be.,RT :   An open letter from a group of doctors calling for an emergency investigation into blood clotting a…
2021-03-11 09:26:15,POKEY,,"RT : In North Dagon, Yangon, a young boy got headshot &amp; died , another was shot into the abdomen &amp; now in emergency. The backpack…"
2021-03-11 09:26:15,DAVID LAWES,"KENTON, LONDON","

Game over for these pollution-inducing, jam-creating, market-bucking Stalinist cycle lanes...well we can only hope."
2021-03-11 09:26:12,La Rezistenca Continua,Belize,"  In the past decade Conservatives have been in Government, the Vets have gotten didly… "
2021-03-11 09:26:12,Clean Air in London,London,"RT : Scott Morrison: Declare a climate emergency - Sign the Petition!  via  
…"
2021-03-11 09:26:11,古雅,,RT : Fatal shooting in North Dagon; One killed n one is in emergency stage as Junta’s armed followers shot this morning in North D…
2021-03-11 09:26:09,Hsu Thinzar Oo,,"RT : TW//death
A boy got headshot with real bullet by junta force and died. Another one got a shot to abdomen who is in emergency…"
