createdAt,userName,userLocation,text
Thu Mar 11 09:38:49 +0000 2021,Eric,"Western Australia, Australia", We wanted to go the HSCT route but this covid world plus the prohibitive cost for it makes it nigh… 
Thu Mar 11 09:38:49 +0000 2021,Threepintsplease,,RT : Absolute moron. Emergency services wod grind to a halt. And some of us are key workers you utter retard.
Thu Mar 11 09:38:49 +0000 2021,lau,Sarawak,"RT : Hari ini terdapat 168 kes baharu COVID-19 dikesan di Sarawak. Daerah Sibu (49), Bintulu (37), Miri (19), Betong (19), Kuch…"
Thu Mar 11 09:38:49 +0000 2021,Aliyu Danyaya,"Katsina, Nigeria",RT : We need Kidnapping and Boko Haram Vaccine more than we need COVID-19 Vaccine.
Thu Mar 11 09:38:49 +0000 2021,Anne Pradier ,,"RT : La méthode fasciste de la dictature chinoise 

 c'est de suite moins vendeur t'as vu "
Thu Mar 11 09:38:49 +0000 2021,Alexa9,"London, England",Dm for promo on  
Thu Mar 11 09:38:49 +0000 2021,Care21,Australia,"RT : COVID-19 virus = CCP’s  

It’s the beginning of CCP’s long-term well-planed …"
Thu Mar 11 09:38:49 +0000 2021,My lawyer is also a cat.,Cesspool on the Willamette ,Opinion: This is not going to ever end if you keep opening things up and the falsely allowed levels of positivity t… 
Thu Mar 11 09:38:49 +0000 2021,Bàrbara Albareda,Tarragona,"RT : La Xina ha suprimit la Covid i ara està ajudant a vacunar  països amb més de  milions de persones.

Els Europeus he…"
Thu Mar 11 09:38:49 +0000 2021,Chuckle Frankenberg 🇮🇳,Bhurkunda,RT : The 7 day average COVID death rate is 1663 per day in the US &amp; 102 in India. Apparently India’s figures are “sheer luck” whil…
Thu Mar 11 09:38:49 +0000 2021,Luna Stanley Mpinganjira,Zodiak Tv,Can't wait to get the vaccine and rip off the mask off my face like Michael Jackson's shirt on stage
Thu Mar 11 09:38:49 +0000 2021,zeroroze2016,ici,"RT : Des patients plus jeunes et un variant 🇬🇧 plus virulent, tout se passe comme prévu depuis des mois. Surtout ne changez rien…"
Thu Mar 11 09:38:49 +0000 2021,Theoreticalthinker,"Ontario, CA. Ethicist Veganism","RT : CDC about to be canceled by Google and Facebook for COVID heresy: state, looking at county-by-county data, CDC conclud…"
Thu Mar 11 09:38:49 +0000 2021,Brian Morris,"Chicago, IL",Life is normal in Florida . Their numbers are just as bad as California you lying piece of crap. False… 
Thu Mar 11 09:38:49 +0000 2021,️ Eri Leite ,,RT : Brasil de Bolsonaro &amp; Araújo é a única nação em desenvolvimento a opor veto na OMC à quebra de patentes de vacina contra co…
Thu Mar 11 09:38:49 +0000 2021,Tom, , Oro por todas as pessoas que tá sofrendo com essa covid e por minha mãe que vem lutando para vencer o câncer! 
Thu Mar 11 09:38:49 +0000 2021,Thomas Hubert ,"Meath, Ireland","Today: 

* Global ambition, local litigation: despite IP lawsuit, Waterful is determined to scale globally

*… "
Thu Mar 11 09:38:49 +0000 2021,Rucitana,,"RT : Felicito a los Médicos y las Médicas en su día, dignos  profesionales que están en la primera línea de batalla en la l…"
Thu Mar 11 09:38:49 +0000 2021,Ankush saini🇮🇳,,RT : Billboards come up in Greater Toronto area thanking PM Narendra Modi for providing COVID-19 vaccines to Canada 
Thu Mar 11 09:38:50 +0000 2021,Lindy255,USA,"RT :   Texas and Florida will be the last States still burying people 
who died from Covid 19."
Thu Mar 11 09:38:50 +0000 2021,nanaburst,Snow World,"RT : めめすのむび更新ありがとうー！！急にこんなこと言ってくれるめめがほんまに素敵で応援しててよかったなあお互い笑顔で過ごせますようにー！！！！

Snow Man Grandeur/Big Bang Sweet/ナミダの海を越えて行け/EVERYT…"
Thu Mar 11 09:38:50 +0000 2021,Canadanewsmedia,"Toronto, Ontario","COVID-19 ees need for more collaborative, community-based health care -  has been publis… "
Thu Mar 11 09:38:50 +0000 2021,Annette Gartland,"Jaipur, India","  If people who insult me actually read even half of the 32,000+ words I have just writt… "
Thu Mar 11 09:38:50 +0000 2021,,도즈니▪도프 | 도우일 ,Very nice to be reminded celebrities aren't immune to technical difficulties
Thu Mar 11 09:38:50 +0000 2021,Free Malaysia Today,Malaysia,"Kluster baharu itu dikesan di Johor, Selangor, Sabah dan Melaka.   "
