createdAt,userName,userLocation,text
Thu Mar 11 09:39:58 +0000 2021,يس ام دا شت,ASAPROCKYUPTOWN,"RT : Tahniahlah Khairy Jamaluddin atas tuba yang dibalas kepada frontliner ni. 

"
Thu Mar 11 09:39:58 +0000 2021,Tom Williams,"Melbourne, Australia", Could you elain why active support is permitted at an NRL game but not during any A-League game at the… 
Thu Mar 11 09:39:58 +0000 2021,Abhishek Rajput,India,RT : कनाडा ने COVID-19 टीके उपलब्ध कराने के लिए पीएम नरेंद्र मोदी और भारत को धन्यवाद देते हुए ग्रेटर टोरंटो में होर्डिंग ल…
Thu Mar 11 09:39:58 +0000 2021,점잖은 고양이,서울,"RT : On This Day, March 11: WHO declares COVID-19 a pandemic "
Thu Mar 11 09:39:58 +0000 2021,Rita, The Netherlands ,"RT : A cancer tsunami is on our horizon
d/t lockdowns

“Why can't just one of these endless press conferences be dedicated to non-…"
Thu Mar 11 09:39:58 +0000 2021,Robbie,Leeds,  We know what’s in the vaccine and it’s been independently verified..... what’s this diggi… 
Thu Mar 11 09:39:58 +0000 2021,muttley,"North East, England",RT : I’ve not really posted about the vaccines being unsafe - my point has been that we just don’t know yet and so it’s wise…
Thu Mar 11 09:39:58 +0000 2021,Sadab Abbasi,"Virpur,mahisagar",RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:39:58 +0000 2021,Vin,Mother Russia,what about your wife ?
Thu Mar 11 09:39:59 +0000 2021,Marco Souza ↩, Brasil.,RT : Médicos de Brasilia relatam que esta deve ser uma das noites mais difíceis nos hospitais públicos e privados da Capita…
Thu Mar 11 09:39:59 +0000 2021,PATRI SIMÓ,Entre Valladolid y Alicante ,"RT : se dan cuenta que si dormimos TODOS por dos semanas, el covid se acabaria? Yo estoy fdb"
Thu Mar 11 09:39:59 +0000 2021,Franklin Odwola,Nairobi,RT : Wait...but isn't the referendum supposed to cost double this amount?
Thu Mar 11 09:39:59 +0000 2021,javi,,"RT : Los sanitarios cobrarán un ""PLUS COVID""
Los ancianos siguen muriendo
Los políticos mintiendo y robando
España a la ruina
Los…"
Thu Mar 11 09:39:59 +0000 2021,Derick Kwizera,Kla, ....and the Internet shutdown in anticipation of the covid side effects
Thu Mar 11 09:39:59 +0000 2021,pawan vyas,India,"RT : Had my first dose of COVID -19 vaccine today amidst smiling &amp; positive faces of  medical staff at the hospital . 
I appea…"
Thu Mar 11 09:39:59 +0000 2021,,,RT : I am more than ticked off! The smell of hypocrisy is in the air. You must open your eyes to the corruption around COVID-…
Thu Mar 11 09:39:59 +0000 2021,Tim Cullen,"Salford, England",RT : We've received a fantastic boost of support from local brewery . A 24-can mixed selection of ' finest ha…
Thu Mar 11 09:39:59 +0000 2021,psibernaut,,RT : . And this is just the beginning. Horrendous.
Thu Mar 11 09:39:59 +0000 2021,Luiz Pinto,Paulínia/SP,"RT : 2.284 mortes por covid em 24hs

""Covid é o caral**"" - Allan dos Santos
""Presa pra vacina é injustificável""
""Chega de f…"
Thu Mar 11 09:39:59 +0000 2021,winny saah,,"RT : Je voudrais rappeler le caractère NON OBLIGATOIRE DU VACCIN contre le Covid-19, conformément aux très hautes instructions d…"
Thu Mar 11 09:39:59 +0000 2021,Faktor.ba,"Sarajevo, Bosna i Hercegovina","Covid-redari ""zakasnili"" na posao: GRAS-u treba više tramvaja i trolejbusa "
Thu Mar 11 09:39:59 +0000 2021,Shannon,"Georgia, USA","RT : JAMES JEFFERY MURRAY, 46, of Carrabelle, Florida, died of COVID on Feb. 20, 2021. 

""James was a family man – loving noth…"
Thu Mar 11 09:39:59 +0000 2021,Jerome Fahrer,"Melbourne, Australia",  The anti-vaxxer conspiracists could probably quite like the Putin vaccine.  Why not offer it to them?
Thu Mar 11 09:39:59 +0000 2021,Penny's Hill Practice Podcast,"Ferndown, Dorset, UK","RT : It's extremely windy around the coast this week. Large breaking waves can easily sweep you off your feet and out to sea, so stay…"
Thu Mar 11 09:39:59 +0000 2021,Kagelelo Macdonald Nte,"Rustenburg, South Africa",I am having chest pains . Makes perfect sense
Thu Mar 11 09:39:59 +0000 2021,Gagz,"Lucknow, India",  Bhai tujhe vaccine ki zarurat hai kyuki tu gobar kha kha kar dimag pagal ho gaya hai bhakt… 
