createdAt,userName,userLocation,text
Thu Mar 11 09:40:24 +0000 2021,Toveri Turska,Helsinki,  
Thu Mar 11 09:40:24 +0000 2021,Himanshu Gaidhane,,RT : अरे बाबा त्या central वाल्यांना का corona ची लस लावली आहे का?? कि mpsc वाल्यांचा immune system बेकार आहे?? नेहमी corona चं का…
Thu Mar 11 09:40:24 +0000 2021,lexie,she/her,RT : If you are in the Bay Area please bring business to this restaurant in SF Japantown &amp; any of the businesses in the Japantow…
Thu Mar 11 09:40:24 +0000 2021,yunzhen,,Inside the place with the world’s highest COVID death rate 
Thu Mar 11 09:40:24 +0000 2021,,South Africa,"RT : Rwanda built 22,000 new classrooms around the country to enhance social distancing in schools during the COVID-19 lock…"
Thu Mar 11 09:40:24 +0000 2021,Lutra Lutra,,"In a way,  is working against overpopulation! Kudos great martyr!
Tanzania’s missing president is in Kenya… "
Thu Mar 11 09:40:24 +0000 2021,Gun Addict 🇺🇬,my Hood, COVID Syrup you gal
Thu Mar 11 09:40:24 +0000 2021,-Mutch-,KE, I had said I would never use it until Covid happened
Thu Mar 11 09:40:24 +0000 2021,Jakub Jaraczewski,"Berlin, Germany/Poznań, Poland",The     covid-19 symposium marches on with  Kri… 
Thu Mar 11 09:40:24 +0000 2021,Luca,"Trentino-Alto Adige, Italia","RT : Il 18 marzo diventerà la Giornata nazionale in memoria delle vittime del Covid-19

 

"
Thu Mar 11 09:40:24 +0000 2021,diddy,,"RT : Working as a registered nurse for over 13 years in emergency rooms all across the country, Christian DeFournoy has seen…"
Thu Mar 11 09:40:24 +0000 2021,Bryan Anangwe,"Kisumu, Kenya",RT : This country of ours though! So we had 4.2 billion  for MCAs car grant but we have to borrow 5billion to Finance covid-19…
Thu Mar 11 09:40:24 +0000 2021,Thats So Raven️,,"please check out this  as it would help out a ton. got covid, wanted to go to work after and then found he… "
Thu Mar 11 09:40:24 +0000 2021,Ian Williamson,UK, Mild flu like symptoms for 48 hours
Thu Mar 11 09:40:25 +0000 2021,Babul Debnath,,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:40:25 +0000 2021,mt_hk618,,"RT : 

番組初披露！
SixTONES「Coffee &amp; Cream」
Snow Man「ファンターナモーレ」

ジェシーが「Smile 」を熱唱！
King &amp; Prince 「King &amp; Prince, Queen &amp; Princ…"
Thu Mar 11 09:40:25 +0000 2021,One Horse Pony President Elect Wokefinder General,Germany,"RT : I am incredibly proud to have my name included in this article. Thankyou to  
In the Vale of Glamorgan. Publi…"
Thu Mar 11 09:40:24 +0000 2021,Wahid,Riyadh,Indian people taking shot of Indian vaccine  vaccine deal of Indian 
Thu Mar 11 09:40:25 +0000 2021,あゆみ,,"RT : 

番組初披露！
SixTONES「Coffee &amp; Cream」
Snow Man「ファンターナモーレ」

ジェシーが「Smile 」を熱唱！
King &amp; Prince 「King &amp; Prince, Queen &amp; Princ…"
Thu Mar 11 09:40:25 +0000 2021,𝙳𝚑𝚛𝚞𝚟 𝚁𝚊j,,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:40:25 +0000 2021,Perumal pillai, tamilnadu,"RT : Pakistan🇵🇰, the only SAARC country to not seek COVID-19 Vaccine from India, is getting 45 million 🇮🇳 made vaccine Covi…"
Thu Mar 11 09:40:25 +0000 2021,કાંતિલાલ જરીવાલા,India,RT : Happy to share that my mother has taken the first dose of the COVID-19 vaccine today. I urge everyone to help and motivat…
Thu Mar 11 09:40:25 +0000 2021,CBC Ottawa,Ottawa,"What you need to know about COVID-19 in Ottawa on Thursday, March 11    "
Thu Mar 11 09:40:25 +0000 2021,marcelo Lula Dilma Haddad 🇨🇺🇷🇺🇻🇪,"Porto Velho, Brasil","RT : 2.286 brasileiros e brasileiras mortos pela COVID-19 e a culpa é do Bolsonaro.
Era esse o tweet."
Thu Mar 11 09:40:25 +0000 2021,Ewerton Soares,,RT : Bolsonaro apareceu de máscara p/ esconder o desespero. Tem nada a ver com covid.
Thu Mar 11 09:40:25 +0000 2021,Anna Demetriou,"London, England",RT : URGENT - THIS IS THE LAST CALL FOR PJ. Dear village please share.
Thu Mar 11 09:40:25 +0000 2021,Dsens,Paris - France,"RT : Spoiler : ce ne sont pas tout à fait les lieux qui sont fermés...
Mon article pour  "
Thu Mar 11 09:40:25 +0000 2021,Onu Gladys Ngozi,,"RT : ""The problem of  vaccine scarcity will be solved when the tech, know-how and IP is shared and there's more production a…"
Thu Mar 11 09:40:25 +0000 2021,Gon,"Parla, Comunidad de Madrid","RT : 6- Luego el ""milagro económico"" de Estonia guarda otras lecturas oscuras...
Es un país capaz de capear muy bien la pande…"
